time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
51648,1.2339427272978893e-7,4.134450744085359e-9,6.357769670895302e-9,5.4553167954899075e-8,3.1498868632552883e-7,4.1566335996188687e-7,4.7394950532724676e-8,7.325425775607887e-8,6
51649,1.2339778217465047e-7,4.118573668380436e-9,6.187784653045593e-9,5.352754270311713e-8,3.12934302420681e-7,4.1356195711381154e-7,4.676102287637264e-8,7.328292997188827e-8,6
51650,1.2340129161951204e-7,4.102696592675514e-9,6.017799635195884e-9,5.250191745133517e-8,3.1087991851583323e-7,4.114605542657362e-7,4.61270952200206e-8,7.331160218769764e-8,6
51651,1.234048010643736e-7,4.086819516970591e-9,5.847814617346176e-9,5.1476292199553224e-8,3.088255346109854e-7,4.093591514176609e-7,4.549316756366857e-8,7.334027440350704e-8,6
51652,1.2340831050923518e-7,4.070942441265669e-9,5.677829599496468e-9,5.0450666947771276e-8,3.067711507061376e-7,4.072577485695856e-7,4.485923990731653e-8,7.336894661931641e-8,6
51653,1.2341181995409675e-7,4.055065365560746e-9,5.507844581646759e-9,4.942504169598933e-8,3.047167668012898e-7,4.051563457215103e-7,4.4225312250964494e-8,7.339761883512579e-8,6
51654,1.234153293989583e-7,4.039188289855824e-9,5.33785956379705e-9,4.8399416444207373e-8,3.02662382896442e-7,4.0305494287343494e-7,4.359138459461246e-8,7.342629105093518e-8,6
51655,1.2332193887866228e-7,4.04781268934982e-9,5.335777459104282e-9,4.8425946289091705e-8,3.0152242881980913e-7,4.018590136346446e-7,4.3569769976181286e-8,7.343501070668428e-8,6
51656,1.2316878508575028e-7,4.04781268934982e-9,5.3264753343252295e-9,4.845666807339284e-8,3.0047991846048387e-7,4.0183954374871136e-7,4.358168595621603e-8,7.344373036243337e-8,6
51657,1.2301563129283825e-7,4.04781268934982e-9,5.3171732095461775e-9,4.8487389857693966e-8,2.9943740810115856e-7,4.018200738627781e-7,4.359360193625078e-8,7.345245001818247e-8,6
51658,1.2286247749992625e-7,4.04781268934982e-9,5.3078710847671255e-9,4.85181116419951e-8,2.9839489774183324e-07,4.018006039768448e-7,4.360551791628553e-8,7.346116967393156e-8,6
51659,1.2270932370701422e-7,4.04781268934982e-9,5.2985689599880735e-9,4.854883342629623e-8,2.9735238738250793e-7,4.0178113409091154e-7,4.3617433896320274e-8,7.346988932968067e-8,6
51660,1.2255616991410221e-7,4.04781268934982e-9,5.289266835209021e-9,4.857955521059736e-8,2.963098770231826e-7,4.017616642049783e-7,4.362934987635502e-8,7.347860898542977e-8,6
51661,1.2240301612119018e-7,4.04781268934982e-9,5.279964710429969e-9,4.861027699489849e-8,2.9526736666385736e-7,4.0174219431904503e-7,4.3641265856389765e-8,7.348732864117886e-8,6
51662,1.220773395420982e-7,4.04781268934982e-9,5.2961411892934765e-9,4.8613169561875604e-8,2.944229194642446e-7,4.011420623753866e-7,4.383501629514878e-8,7.352264683959765e-8,6
51663,1.220175762694822e-7,4.048061761486922e-9,5.289245737876519e-9,4.8606586825139224e-8,2.9348933654218006e-7,4.0245706717279273e-7,4.380513925283798e-8,7.350402104068725e-8,6
51664,1.219578129968662e-7,4.048310833624025e-9,5.282350286459561e-9,4.860000408840285e-8,2.9255575362011554e-7,4.0377207197019886e-7,4.377526221052717e-8,7.348539524177684e-8,6
51665,1.218980497242502e-7,4.0485599057611276e-9,5.275454835042604e-9,4.859342135166647e-8,2.9162217069805107e-7,4.0508707676760494e-7,4.374538516821637e-8,7.346676944286643e-8,6
51666,1.218382864516342e-7,4.04880897789823e-9,5.268559383625646e-9,4.858683861493009e-8,2.9068858777598655e-7,4.0640208156501107e-7,4.371550812590556e-8,7.344814364395602e-8,6
51667,1.217785231790182e-7,4.049058050035333e-9,5.261663932208689e-9,4.8580255878193715e-8,2.897550048539221e-7,4.0771708636241715e-7,4.368563108359475e-8,7.342951784504561e-8,6
51668,1.2171875990640218e-7,4.0493071221724355e-9,5.254768480791731e-9,4.8573673141457335e-8,2.8882142193185756e-7,4.090320911598233e-7,4.365575404128395e-8,7.34108920461352e-8,6
51669,1.2201645155196e-7,4.015994747798194e-9,5.2550930494610575e-9,4.857337328627894e-8,2.8879919091523643e-7,4.109313590445634e-7,4.305832624614338e-8,7.340756296640046e-8,6
51670,1.223141431975178e-7,3.982682373423954e-9,5.255417618130384e-9,4.8573073431100556e-8,2.887769598986153e-7,4.128306269293035e-7,4.246089845100282e-8,7.340423388666574e-8,6
51671,1.226118348430756e-7,3.9493699990497126e-9,5.255742186799711e-9,4.8572773575922164e-8,2.8875472888199417e-7,4.147298948140436e-7,4.186347065586225e-8,7.340090480693101e-8,6
51672,1.229095264886334e-7,3.916057624675472e-9,5.256066755469038e-9,4.857247372074378e-8,2.8873249786537303e-7,4.1662916269878373e-7,4.126604286072168e-8,7.339757572719629e-8,6
51673,1.2320721813419122e-7,3.882745250301231e-9,5.256391324138364e-9,4.8572173865565385e-8,2.887102668487519e-7,4.1852843058352385e-7,4.066861506558112e-8,7.339424664746156e-8,6
51674,1.23504909779749e-7,3.84943287592699e-9,5.25671589280769e-9,4.8571874010387e-8,2.8868803583213077e-7,4.20427698468264e-7,4.007118727044055e-8,7.339091756772684e-8,6
51675,1.238026014253068e-7,3.816120501552749e-9,5.257040461477017e-9,4.8571574155208606e-8,2.886658048155096e-7,4.2232696635300405e-7,3.9473759475299984e-8,7.338758848799211e-8,6
51676,1.241068958256209e-7,3.800077377756425e-9,5.247606346915088e-9,4.850244335331533e-8,2.8878068634988255e-7,4.2267098390318036e-7,3.907583887709882e-8,7.333861984497494e-8,6
51677,1.2442908585603815e-7,3.781270355804037e-9,5.2422704468472574e-9,4.846703087648019e-8,2.889060936727694e-7,4.215818063458345e-7,3.891840762077804e-8,7.331159390374287e-8,6
51678,1.2468655222230536e-7,3.76497815987061e-9,5.230733130260059e-9,4.84073753783004e-8,2.8898101307717704e-7,4.2000555166569984e-7,3.852076344652459e-8,7.338607761640845e-8,6
51679,1.249440185885726e-7,3.748685963937184e-9,5.21919581367286e-9,4.8347719880120606e-8,2.890559324815847e-7,4.184292969855652e-7,3.812311927227114e-8,7.346056132907404e-8,6
51680,1.252014849548398e-7,3.732393768003756e-9,5.207658497085661e-9,4.828806438194082e-8,2.891308518859923e-7,4.1685304230543055e-7,3.772547509801769e-8,7.353504504173962e-8,6
51681,1.2545895132110703e-7,3.7161015720703295e-9,5.196121180498462e-9,4.822840888376103e-8,2.8920577129039994e-7,4.152767876252959e-7,3.732783092376424e-8,7.360952875440521e-8,6
51682,1.2571641768737424e-7,3.6998093761369028e-9,5.184583863911263e-9,4.816875338558124e-8,2.892806906948076e-7,4.1370053294516127e-7,3.693018674951079e-8,7.368401246707079e-8,6
51683,1.2597388405364145e-7,3.6835171802034756e-9,5.173046547324065e-9,4.810909788740145e-8,2.8935561009921525e-7,4.121242782650266e-7,3.653254257525734e-8,7.375849617973638e-8,6
51684,1.2623135041990868e-7,3.667224984270049e-9,5.161509230736866e-9,4.8049442389221656e-8,2.8943052950362285e-7,4.10548023584892e-7,3.6134898401003886e-8,7.383297989240196e-8,6
51685,1.264888167861759e-7,3.650932788336622e-9,5.149971914149667e-9,4.798978689104187e-8,2.895054489080305e-7,4.0897176890475734e-7,3.573725422675044e-8,7.390746360506756e-8,6
51686,1.2674628315244312e-7,3.634640592403195e-9,5.138434597562468e-9,4.793013139286208e-8,2.8958036831243815e-7,4.073955142246227e-7,3.533961005249699e-8,7.398194731773314e-8,6
