"time" "channel1" "channel2" "channel3" "channel4" "channel5" "channel6" "channel7" "channel8"
"1" 13854 1.00674519140284e-08 1.89726543555403e-08 2.94156251422371e-08 1.93571632069629e-07 1.26467148499884e-07 5.15261586580899e-08 2.34868163326271e-08 1.85201189814496e-08
"2" 13855 1.00298107913297e-08 1.89012244974914e-08 2.93102079305096e-08 1.94048220967179e-07 1.26587469014573e-07 5.14261537551159e-08 2.34811463352418e-08 1.84629082220838e-08
"3" 13856 9.99216966863101e-09 1.88297946394426e-08 2.92047907187821e-08 1.9452480986473e-07 1.26707789529263e-07 5.13261488521418e-08 2.34754763378566e-08 1.8405697462718e-08
"4" 13857 9.95452854593231e-09 1.87583647813937e-08 2.90993735070546e-08 1.9500139876228e-07 1.26828110043953e-07 5.12261439491678e-08 2.34698063404713e-08 1.83484867033522e-08
"5" 13858 9.91688742323361e-09 1.86869349233449e-08 2.89939562953271e-08 1.95477987659831e-07 1.26948430558642e-07 5.11261390461938e-08 2.34641363430861e-08 1.82912759439863e-08
"6" 13859 9.87924630053492e-09 1.8615505065296e-08 2.88885390835996e-08 1.95954576557381e-07 1.27068751073332e-07 5.10261341432198e-08 2.34584663457009e-08 1.82340651846205e-08
"7" 13860 9.84160517783622e-09 1.85440752072472e-08 2.8783121871872e-08 1.96431165454932e-07 1.27189071588022e-07 5.09261292402458e-08 2.34527963483156e-08 1.81768544252547e-08
"8" 13861 9.80396405513753e-09 1.84726453491983e-08 2.86777046601445e-08 1.96907754352482e-07 1.27309392102712e-07 5.08261243372717e-08 2.34471263509304e-08 1.81196436658889e-08
"9" 13862 9.77692369853809e-09 1.83824791972721e-08 2.84088877568735e-08 1.9661500229832e-07 1.27067901982611e-07 5.0503179860053e-08 2.3419483938807e-08 1.8100401479896e-08
"10" 13863 9.74988334193867e-09 1.82923130453459e-08 2.81400708536024e-08 1.96322250244159e-07 1.26826411862511e-07 5.01802353828343e-08 2.33918415266836e-08 1.80811592939031e-08
"11" 13864 9.75276175158243e-09 1.82678634604396e-08 2.80448446792671e-08 1.96820578148071e-07 1.26877250340496e-07 5.01011021338379e-08 2.3419246393546e-08 1.80811592939031e-08
"12" 13865 9.7556401612262e-09 1.82434138755334e-08 2.79496185049318e-08 1.97318906051983e-07 1.2692808881848e-07 5.00219688848414e-08 2.34466512604085e-08 1.80811592939031e-08
"13" 13866 9.75851857086997e-09 1.82189642906271e-08 2.78543923305965e-08 1.97817233955895e-07 1.26978927296465e-07 4.9942835635845e-08 2.3474056127271e-08 1.80811592939031e-08
"14" 13867 9.76139698051373e-09 1.81945147057208e-08 2.77591661562612e-08 1.98315561859807e-07 1.2702976577445e-07 4.98637023868486e-08 2.35014609941334e-08 1.80811592939031e-08
"15" 13868 9.7642753901575e-09 1.81700651208146e-08 2.76639399819259e-08 1.98813889763719e-07 1.27080604252434e-07 4.97845691378521e-08 2.35288658609959e-08 1.80811592939031e-08
"16" 13869 9.76715379980127e-09 1.81456155359083e-08 2.75687138075906e-08 1.99312217667631e-07 1.27131442730419e-07 4.97054358888557e-08 2.35562707278584e-08 1.80811592939031e-08
"17" 13870 9.77809047228974e-09 1.81247981019286e-08 2.74895301020119e-08 1.99122259025462e-07 1.27182281208404e-07 4.97263075428333e-08 2.35628069045528e-08 1.80838665064413e-08
"18" 13871 9.78902714477821e-09 1.81039806679489e-08 2.74103463964332e-08 1.98932300383293e-07 1.27233119686389e-07 4.97471791968109e-08 2.35693430812471e-08 1.80865737189794e-08
"19" 13872 9.79677897653457e-09 1.80950465108201e-08 2.73134079876982e-08 1.98558546826781e-07 1.2712300685239e-07 4.9652026413868e-08 2.35676107226289e-08 1.80808042592119e-08
"20" 13873 9.80453080829093e-09 1.80861123536914e-08 2.72164695789632e-08 1.98184793270269e-07 1.27012894018391e-07 4.95568736309251e-08 2.35658783640106e-08 1.80750347994445e-08
"21" 13874 9.81228264004729e-09 1.80771781965627e-08 2.71195311702282e-08 1.97811039713758e-07 1.26902781184392e-07 4.94617208479822e-08 2.35641460053923e-08 1.80692653396771e-08
"22" 13875 9.82003447180365e-09 1.80682440394339e-08 2.70225927614932e-08 1.97437286157246e-07 1.26792668350393e-07 4.93665680650393e-08 2.35624136467741e-08 1.80634958799096e-08
"23" 13876 9.81684963107154e-09 1.80593098823052e-08 2.69830265272219e-08 1.97183492823443e-07 1.26792488065548e-07 4.93498647385869e-08 2.35615998536356e-08 1.80616445858668e-08
"24" 13877 9.81366479033944e-09 1.80503757251765e-08 2.69434602929507e-08 1.96929699489639e-07 1.26792307780704e-07 4.93331614121344e-08 2.35607860604972e-08 1.80597932918241e-08
