"time" "channel1" "channel2" "channel3" "channel4" "channel5" "channel6" "channel7" "channel8"
"1747" 54883 3.19138048293444e-08 1.74076762244934e-08 5.2514927000182e-09 8.99266972314832e-09 6.18810448494646e-08 5.80030381186363e-08 1.97174063508713e-08 6.05953135708817e-08
"1748" 54884 3.14629975322045e-08 1.72030871348964e-08 5.25044459065419e-09 9.06617540593484e-09 6.33064315414265e-08 5.94513696821793e-08 1.98809865936958e-08 6.09131891049051e-08
"1749" 54885 3.10121902350646e-08 1.69984980452994e-08 5.24939648129017e-09 9.13968108872135e-09 6.47318182333884e-08 6.08997012457222e-08 2.00445668365203e-08 6.12310646389286e-08
"1750" 54886 3.04342036029971e-08 1.68239049630276e-08 5.24834837192616e-09 9.13947043448276e-09 6.47110925266975e-08 6.09061091659637e-08 2.00404590874709e-08 6.11892075746173e-08
"1751" 54887 2.98562169709296e-08 1.66493118807559e-08 5.24730026256214e-09 9.13925978024417e-09 6.46903668200065e-08 6.09125170862052e-08 2.00363513384214e-08 6.1147350510306e-08
"1752" 54888 2.92782303388621e-08 1.64747187984842e-08 5.24625215319813e-09 9.13904912600558e-09 6.46696411133156e-08 6.09189250064466e-08 2.0032243589372e-08 6.11054934459947e-08
"1753" 54889 2.87002437067946e-08 1.63001257162125e-08 5.24520404383412e-09 9.13883847176700e-09 6.46489154066247e-08 6.09253329266881e-08 2.00281358403226e-08 6.10636363816833e-08
"1754" 54890 2.81222570747271e-08 1.61255326339407e-08 5.2441559344701e-09 9.13862781752841e-09 6.46281896999337e-08 6.09317408469296e-08 2.00240280912732e-08 6.1021779317372e-08
"1755" 54891 2.75442704426596e-08 1.5950939551669e-08 5.24310782510609e-09 9.13841716328982e-09 6.46074639932428e-08 6.09381487671711e-08 2.00199203422237e-08 6.09799222530607e-08
"1756" 54892 2.69662838105921e-08 1.57763464693973e-08 5.24205971574208e-09 9.13820650905123e-09 6.45867382865518e-08 6.09445566874126e-08 2.00158125931743e-08 6.09380651887494e-08
"1757" 54893 2.63882971785246e-08 1.56017533871256e-08 5.24101160637806e-09 9.13799585481264e-09 6.45660125798609e-08 6.09509646076541e-08 2.00117048441249e-08 6.08962081244381e-08
"1758" 54894 2.57887211969619e-08 1.5392808333332e-08 5.23996349701405e-09 9.13956955880429e-09 6.45724408893266e-08 6.11371868775563e-08 2.0054877994149e-08 6.0879010691278e-08
"1759" 54895 2.52727202069231e-08 1.52233061048414e-08 5.24300661884689e-09 9.15217159633303e-09 6.45949419898716e-08 6.11379409433354e-08 2.00483492699045e-08 6.08391613719468e-08
"1760" 54896 2.5352377198229e-08 1.5240375860163e-08 5.24300661884689e-09 9.16434148554383e-09 6.46337355001106e-08 6.11033554506728e-08 2.00459282947094e-08 6.07207870848062e-08
"1761" 54897 2.53326409797315e-08 1.52522544501612e-08 5.23134016281152e-09 9.11514306165668e-09 6.43996018223341e-08 6.06547850837175e-08 2.0037303910935e-08 6.0722037150727e-08
