"..Data.clean_EMG_data_for_gestures.master.01.01_gesture_1_1_2_clean.txt.Comp.1" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_1_1_2_clean.txt.Comp.2" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_1_1_2_clean.txt.Comp.3" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_1_1_2_clean.txt.Comp.4" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_1_1_2_clean.txt.Comp.5" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_1_1_2_clean.txt.Comp.6" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_1_1_2_clean.txt.Comp.7" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_1_1_2_clean.txt.Comp.8"
"11001" -1.60252813075431 0.183868440847876 0.022259629277708 -0.335337878805288 -0.0546456768344384 -0.0905047047242023 0.00699015825947855 0.0337419731731386
"2116" -1.60251557114194 0.183921319760188 0.0222761918997094 -0.335275541863394 -0.0545919171758139 -0.0905062621549588 0.00696794775062792 0.0337856010249401
"3100" -1.60246946497034 0.183974118789446 0.0223246941061061 -0.335242312173242 -0.0545600215308908 -0.0905074562933928 0.00698318379327961 0.0338109684285415
"4100" -1.6024589638639 0.184026689613672 0.0223245111952765 -0.335190845355389 -0.0544962424475027 -0.0905007028539507 0.00697923092812816 0.0338548827918875
"5100" -1.60250643685002 0.184034644687495 0.0222568757940443 -0.33516836115388 -0.0544426248325085 -0.0904857800779174 0.00696805207827347 0.0338859569601051
"6100" -1.60255166402203 0.184042799700868 0.0221850955507232 -0.335147363648074 -0.0544016407632959 -0.0904706648504257 0.00694151706495139 0.033912224094234
"7100" -1.60259689119404 0.184050954714241 0.0221133153074022 -0.335126366142269 -0.0543606566940832 -0.0904555496229341 0.00691498205162924 0.0339384912283629
"8100" -1.60264211836605 0.184059109727614 0.0220415350640812 -0.335105368636464 -0.0543196726248704 -0.0904404343954425 0.00688844703830721 0.0339647583624918
"9100" -1.60268734553805 0.184067264740986 0.0219697548207603 -0.335084371130658 -0.0542786885556577 -0.0904253191679508 0.00686191202498518 0.0339910254966206
"10100" -1.60273257271006 0.184075419754359 0.0218979745774392 -0.335063373624853 -0.054237704486445 -0.0904102039404592 0.00683537701166317 0.0340172926307495
"11100" -1.60277779988207 0.184083574767731 0.0218261943341183 -0.335042376119047 -0.0541967204172323 -0.0903950887129676 0.006808841998341 0.0340435597648784
"12100" -1.60282302705407 0.184091729781104 0.0217544140907974 -0.335021378613242 -0.0541557363480195 -0.0903799734854761 0.00678230698501894 0.0340698268990073
"13100" -1.60286825422608 0.184099884794477 0.0216826338474763 -0.335000381107436 -0.0541147522788069 -0.0903648582579843 0.00675577197169686 0.0340960940331361
"14100" -1.60291348139809 0.184108039807849 0.0216108536041554 -0.334979383601631 -0.0540737682095941 -0.0903497430304927 0.00672923695837493 0.0341223611672651
"15100" -1.6029587085701 0.184116194821222 0.0215390733608343 -0.334958386095825 -0.0540327841403813 -0.0903346278030011 0.00670270194505293 0.034148628301394
"16100" -1.6030039357421 0.184124349834595 0.0214672931175132 -0.33493738859002 -0.0539918000711687 -0.0903195125755096 0.00667616693173081 0.0341748954355229
"17100" -1.60304916291411 0.184132504847967 0.0213955128741925 -0.334916391084214 -0.0539508160019559 -0.0903043973480178 0.00664963191840864 0.0342011625696517
"18100" -1.60309439008612 0.18414065986134 0.0213237326308714 -0.334895393578409 -0.0539098319327432 -0.0902892821205263 0.00662309690508658 0.0342274297037805
"19100" -1.60313961725812 0.184148814874713 0.0212519523875504 -0.334874396072603 -0.0538688478635306 -0.0902741668930346 0.00659656189176458 0.0342536968379093
"20100" -1.60318484443013 0.184156969888085 0.0211801721442294 -0.334853398566797 -0.0538278637943178 -0.090259051665543 0.00657002687844252 0.0342799639720383
"2117" -1.60323007160214 0.184165124901458 0.0211083919009085 -0.334832401060992 -0.0537868797251051 -0.0902439364380513 0.0065434918651206 0.0343062311061672
"2210" -1.60327529877415 0.184173279914831 0.0210366116575876 -0.334811403555187 -0.0537458956558923 -0.0902288212105598 0.00651695685179837 0.034332498240296
