"time" "channel1" "channel2" "channel3" "channel4" "channel5" "channel6" "channel7" "channel8"
"1232" 29896 4.3740754148807e-10 1.62123693715963e-09 3.58544520595962e-09 8.82013611725823e-10 3.37399267045535e-09 1.59444351067915e-09 3.53657159338577e-10 1.75772455636208e-10
"1233" 29897 4.36766570612442e-10 1.62280136845556e-09 3.57921171329775e-09 8.79745817102377e-10 3.42237413618945e-09 1.58271293875074e-09 3.53493320166481e-10 1.75772455636208e-10
"1234" 29898 4.36125599736815e-10 1.62436579975148e-09 3.57297822063589e-09 8.77478022478932e-10 3.47075560192356e-09 1.57098236682232e-09 3.53329480994385e-10 1.75772455636208e-10
"1235" 29899 4.35484628861187e-10 1.62593023104741e-09 3.56674472797402e-09 8.75210227855487e-10 3.51913706765766e-09 1.55925179489391e-09 3.53165641822288e-10 1.75772455636208e-10
"1236" 29900 4.34843657985559e-10 1.62749466234333e-09 3.56051123531216e-09 8.72942433232042e-10 3.56751853339176e-09 1.5475212229655e-09 3.53001802650192e-10 1.75772455636208e-10
"1237" 29901 4.34202687109931e-10 1.62905909363926e-09 3.55427774265029e-09 8.70674638608597e-10 3.61589999912587e-09 1.53579065103709e-09 3.52837963478096e-10 1.75772455636208e-10
"1238" 29902 4.34631322310663e-10 1.62778632447277e-09 3.55199194441363e-09 8.68406843985152e-10 3.61326933237513e-09 1.52476829163706e-09 3.53668012739954e-10 1.75772455636208e-10
"1239" 29903 4.36413999104594e-10 1.62546427632492e-09 3.54575845175177e-09 8.66396227785648e-10 3.61326933237513e-09 1.5131175540035e-09 3.53336716595303e-10 1.76869431159519e-10
"1240" 29904 4.38196675898525e-10 1.62314222817708e-09 3.5395249590899e-09 8.64385611586144e-10 3.61326933237513e-09 1.50146681636994e-09 3.53005420450651e-10 1.77966406682829e-10
"1241" 29905 4.39979352692456e-10 1.62082018002923e-09 3.53329146642804e-09 8.6237499538664e-10 3.61326933237513e-09 1.48981607873638e-09 3.52674124306e-10 1.79063382206139e-10
"1242" 29906 4.39979352692456e-10 1.62054491709716e-09 3.53349943377741e-09 8.58673356334278e-10 3.61558217198491e-09 1.49010537244241e-09 3.52506667333444e-10 1.80293452338887e-10
"1243" 29907 4.39979352692456e-10 1.62026965416508e-09 3.53370740112678e-09 8.54971717281915e-10 3.61789501159470e-09 1.49039466614844e-09 3.52339210360889e-10 1.81523522471634e-10
"1244" 29908 4.39979352692456e-10 1.61999439123301e-09 3.53391536847616e-09 8.51270078229552e-10 3.62020785120448e-09 1.49068395985447e-09 3.52171753388333e-10 1.82753592604381e-10
"1245" 29909 4.39979352692456e-10 1.61971912830093e-09 3.53412333582553e-09 8.47568439177189e-10 3.62252069081426e-09 1.4909732535605e-09 3.52004296415778e-10 1.83983662737128e-10
"1246" 29910 4.39979352692456e-10 1.61944386536886e-09 3.5343313031749e-09 8.43866800124826e-10 3.62483353042404e-09 1.49126254726653e-09 3.51836839443223e-10 1.85213732869875e-10
"1247" 29911 4.39979352692456e-10 1.61916860243678e-09 3.53453927052428e-09 8.40165161072464e-10 3.62714637003383e-09 1.49155184097256e-09 3.51669382470667e-10 1.86443803002623e-10
"1248" 29912 4.39979352692456e-10 1.61889333950471e-09 3.53474723787365e-09 8.36463522020101e-10 3.62945920964361e-09 1.49184113467859e-09 3.51501925498112e-10 1.8767387313537e-10
"1249" 29913 4.42545218120436e-10 1.61252949367226e-09 3.53079954344845e-09 8.34452905820597e-10 3.62945920964361e-09 1.49184113467859e-09 3.50340580091602e-10 1.8767387313537e-10
"1250" 29914 4.42545218120436e-10 1.61820389459709e-09 3.53857346858083e-09 8.3838051583555e-10 3.62945920964361e-09 1.51688866830716e-09 3.49510530829743e-10 1.8767387313537e-10
"1251" 29915 4.42545218120436e-10 1.62387829552192e-09 3.54634739371321e-09 8.42308125850502e-10 3.62945920964361e-09 1.54193620193574e-09 3.48680481567885e-10 1.8767387313537e-10
"1252" 29916 4.42545218120436e-10 1.62955269644674e-09 3.5541213188456e-09 8.46235735865455e-10 3.62945920964361e-09 1.56698373556432e-09 3.47850432306026e-10 1.8767387313537e-10
"1253" 29917 4.42545218120436e-10 1.63522709737157e-09 3.56189524397798e-09 8.50163345880407e-10 3.62945920964361e-09 1.5920312691929e-09 3.47020383044167e-10 1.8767387313537e-10
"1254" 29918 4.42545218120436e-10 1.64090149829640e-09 3.56966916911036e-09 8.5409095589536e-10 3.62945920964361e-09 1.61707880282148e-09 3.46190333782309e-10 1.8767387313537e-10
"1255" 29919 4.42545218120436e-10 1.64657589922122e-09 3.57744309424275e-09 8.58018565910312e-10 3.62945920964361e-09 1.64212633645006e-09 3.4536028452045e-10 1.8767387313537e-10
"1256" 29920 4.42545218120436e-10 1.65225030014605e-09 3.58521701937513e-09 8.61946175925265e-10 3.62945920964361e-09 1.66717387007864e-09 3.44530235258592e-10 1.8767387313537e-10
"1257" 29921 4.42545218120436e-10 1.65792470107088e-09 3.59299094450751e-09 8.65873785940217e-10 3.62945920964361e-09 1.69222140370722e-09 3.43700185996733e-10 1.8767387313537e-10
"1258" 29922 4.42545218120436e-10 1.6635991019957e-09 3.6007648696399e-09 8.6980139595517e-10 3.62945920964361e-09 1.71726893733579e-09 3.42870136734874e-10 1.8767387313537e-10
"1259" 29923 4.46106607857361e-10 1.65751051909533e-09 3.59768953251820e-09 8.67533601331725e-10 3.63009245056049e-09 1.71697964362977e-09 3.45371137921828e-10 1.86443803002623e-10
"1260" 29924 4.49667997594286e-10 1.65142193619496e-09 3.59461419539649e-09 8.65265806708279e-10 3.63072569147737e-09 1.71669034992374e-09 3.47872139108781e-10 1.85213732869875e-10
"1261" 29925 4.53229387331211e-10 1.64533335329459e-09 3.59153885827479e-09 8.62998012084834e-10 3.63135893239426e-09 1.71640105621771e-09 3.50373140295734e-10 1.83983662737128e-10
"1262" 29926 4.56790777068135e-10 1.63924477039422e-09 3.58846352115309e-09 8.60730217461389e-10 3.63199217331114e-09 1.71611176251168e-09 3.52874141482687e-10 1.82753592604381e-10
"1263" 29927 4.6035216680506e-10 1.63315618749385e-09 3.58538818403139e-09 8.58462422837944e-10 3.63262541422802e-09 1.71582246880565e-09 3.5537514266964e-10 1.81523522471634e-10
"1264" 29928 4.63913556541985e-10 1.62706760459348e-09 3.58231284690968e-09 8.56194628214499e-10 3.63325865514491e-09 1.71553317509962e-09 3.57876143856593e-10 1.80293452338887e-10
"1265" 29929 4.6747494627891e-10 1.62097902169312e-09 3.57923750978798e-09 8.53926833591054e-10 3.63389189606179e-09 1.71524388139359e-09 3.60377145043546e-10 1.79063382206139e-10
"1266" 29930 4.71036336015835e-10 1.61489043879275e-09 3.57616217266628e-09 8.51659038967608e-10 3.63452513697867e-09 1.71495458768756e-09 3.628781462305e-10 1.77833312073392e-10
"1267" 29931 4.74597725752759e-10 1.60880185589238e-09 3.57308683554458e-09 8.49391244344163e-10 3.63515837789555e-09 1.71466529398153e-09 3.65379147417453e-10 1.76603241940645e-10
"1268" 29932 4.78159115489684e-10 1.60271327299201e-09 3.57001149842287e-09 8.47123449720718e-10 3.63579161881244e-09 1.7143760002755e-09 3.67880148604406e-10 1.75373171807898e-10
"1269" 29933 4.81720505226609e-10 1.59662469009164e-09 3.56693616130117e-09 8.44855655097273e-10 3.63642485972932e-09 1.71408670656947e-09 3.70381149791359e-10 1.74143101675151e-10
"1270" 29934 4.85281894963534e-10 1.59053610719127e-09 3.56386082417947e-09 8.42587860473828e-10 3.6370581006462e-09 1.71379741286344e-09 3.72882150978312e-10 1.72913031542403e-10
"1271" 29935 4.8806009606641e-10 1.58986563663587e-09 3.53522208654285e-09 8.4160595797009e-10 3.63578679208238e-09 1.6840619378941e-09 3.75710830509458e-10 1.71682961409656e-10
"1272" 29936 4.87202825664948e-10 1.57397370882955e-09 3.49989527624606e-09 8.32581590668336e-10 3.61751143935695e-09 1.67212190655451e-09 3.75055473821073e-10 1.70452891276909e-10
"1273" 29937 4.86345555263486e-10 1.55808178102323e-09 3.46456846594927e-09 8.23557223366583e-10 3.59923608663152e-09 1.66018187521493e-09 3.74400117132688e-10 1.69222821144162e-10
