"time" "channel1" "channel2" "channel3" "channel4" "channel5" "channel6" "channel7" "channel8"
"1593" 44725 5.91949506710961e-08 2.19052045338779e-09 3.56280959770791e-09 2.55746710376635e-09 3.06855377358841e-09 2.14643058555064e-08 1.61565756001979e-09 1.10930191614752e-08
"1594" 44726 5.90763779264937e-08 2.17463407324714e-09 3.61076644257635e-09 2.60342541159595e-09 3.06050776591896e-09 2.14171518328906e-08 1.61657777268084e-09 1.10995649018736e-08
"1595" 44727 5.89578051818913e-08 2.15874769310649e-09 3.65872328744478e-09 2.64938371942554e-09 3.05246175824951e-09 2.13699978102749e-08 1.6174979853419e-09 1.1106110642272e-08
"1596" 44728 5.88392324372888e-08 2.14286131296585e-09 3.70668013231321e-09 2.69534202725513e-09 3.04441575058006e-09 2.13228437876591e-08 1.61841819800295e-09 1.11126563826703e-08
"1597" 44729 5.88152728972357e-08 2.12904801504898e-09 3.7694560476668e-09 2.71831327999422e-09 3.03134606990151e-09 2.12737560003577e-08 1.61841819800295e-09 1.11586025679548e-08
"1598" 44730 5.87913133571826e-08 2.1152347171321e-09 3.83223196302039e-09 2.7412845327333e-09 3.01827638922297e-09 2.12246682130563e-08 1.61841819800295e-09 1.12045487532393e-08
"1599" 44731 5.86855712328589e-08 2.10007694922853e-09 3.8375023594583e-09 2.73921009571985e-09 3.01647383097786e-09 2.1195836789359e-08 1.62054664667034e-09 1.12118442003734e-08
"1600" 44732 5.85798291085353e-08 2.08491918132496e-09 3.84277275589622e-09 2.73713565870641e-09 3.01467127273276e-09 2.11670053656617e-08 1.62267509533773e-09 1.12191396475074e-08
"1601" 44733 5.84740869842117e-08 2.06976141342139e-09 3.84804315233414e-09 2.73506122169296e-09 3.01286871448765e-09 2.11381739419644e-08 1.62480354400512e-09 1.12264350946414e-08
"1602" 44734 5.83683448598881e-08 2.05460364551781e-09 3.85331354877206e-09 2.73298678467951e-09 3.01106615624254e-09 2.11093425182671e-08 1.62693199267251e-09 1.12337305417755e-08
"1603" 44735 5.83653245644685e-08 2.04942529010335e-09 3.85731314191179e-09 2.71343378271433e-09 3.01730960566689e-09 2.11178125504077e-08 1.62814022867885e-09 1.09569278185918e-08
"1604" 44736 5.83623042690488e-08 2.04424693468888e-09 3.86131273505152e-09 2.69388078074914e-09 3.02355305509123e-09 2.11262825825483e-08 1.62934846468518e-09 1.06801250954081e-08
"1605" 44737 5.83592839736291e-08 2.03906857927442e-09 3.86531232819124e-09 2.67432777878396e-09 3.02979650451557e-09 2.11347526146889e-08 1.63055670069152e-09 1.04033223722244e-08
"1606" 44738 5.83562636782095e-08 2.03389022385996e-09 3.86931192133097e-09 2.65477477681877e-09 3.03603995393992e-09 2.11432226468295e-08 1.63176493669786e-09 1.01265196490407e-08
"1607" 44739 5.83532433827899e-08 2.02871186844549e-09 3.87331151447069e-09 2.63522177485358e-09 3.04228340336426e-09 2.11516926789702e-08 1.63297317270419e-09 9.84971692585702e-09
"1608" 44740 5.83502230873702e-08 2.02353351303103e-09 3.87731110761042e-09 2.6156687728884e-09 3.0485268527886e-09 2.11601627111108e-08 1.63418140871053e-09 9.57291420267333e-09
"1609" 44741 5.83472027919506e-08 2.01835515761656e-09 3.88131070075015e-09 2.59611577092321e-09 3.05477030221294e-09 2.11686327432514e-08 1.63538964471687e-09 9.29611147948963e-09
"1610" 44742 5.83441824965309e-08 2.0131768022021e-09 3.88531029388987e-09 2.57656276895803e-09 3.06101375163729e-09 2.1177102775392e-08 1.6365978807232e-09 9.01930875630594e-09
"1611" 44743 5.83411622011112e-08 2.00799844678763e-09 3.8893098870296e-09 2.55700976699284e-09 3.06725720106163e-09 2.11855728075326e-08 1.63780611672954e-09 8.74250603312225e-09
"1612" 44744 5.83026619539856e-08 2.00282009137317e-09 3.89556822149986e-09 2.55493532997939e-09 3.07690789359377e-09 2.11940428396733e-08 1.63578995331255e-09 8.70210597925524e-09
"1613" 44745 5.826416170686e-08 1.9976417359587e-09 3.90182655597012e-09 2.55286089296595e-09 3.08655858612591e-09 2.12025128718139e-08 1.63377378989556e-09 8.66170592538824e-09
"1614" 44746 5.82256614597344e-08 1.99246338054424e-09 3.90808489044039e-09 2.5507864559525e-09 3.09620927865806e-09 2.12109829039545e-08 1.63175762647858e-09 8.62130587152124e-09
"1615" 44747 5.81871612126087e-08 1.98728502512977e-09 3.91434322491065e-09 2.54871201893905e-09 3.1058599711902e-09 2.12194529360951e-08 1.62974146306159e-09 8.58090581765424e-09
"1616" 44748 5.81486609654831e-08 1.98210666971531e-09 3.92060155938091e-09 2.54663758192561e-09 3.11551066372234e-09 2.12279229682358e-08 1.6277252996446e-09 8.54050576378724e-09
"1617" 44749 5.81101607183575e-08 1.97692831430085e-09 3.92685989385118e-09 2.54456314491216e-09 3.12516135625448e-09 2.12363930003764e-08 1.62570913622761e-09 8.50010570992024e-09
"1618" 44750 5.81666076914133e-08 1.97712348868821e-09 3.93311822832144e-09 2.5431177007576e-09 3.15044145284534e-09 2.13350060803132e-08 1.63031019953287e-09 8.45054014757297e-09
"1619" 44751 5.81910808343486e-08 1.97317249862802e-09 3.9393765627917e-09 2.55269564037864e-09 3.15384869595314e-09 2.13251535135354e-08 1.63000102523943e-09 8.40670972038697e-09
"1620" 44752 5.82475278074045e-08 1.96933861320026e-09 3.98145900788223e-09 2.56660991246338e-09 3.179128792544e-09 2.15537486428619e-08 1.62693121296283e-09 8.39361718821698e-09
"1621" 44753 5.83039747804604e-08 1.96550472777249e-09 4.02354145297277e-09 2.58052418454812e-09 3.20440888913486e-09 2.17823437721884e-08 1.62386140068622e-09 8.38052465604699e-09
"1622" 44754 5.83604217535163e-08 1.96167084234473e-09 4.0656238980633e-09 2.59443845663286e-09 3.22968898572572e-09 2.20109389015149e-08 1.62079158840962e-09 8.367432123877e-09
"1623" 44755 5.84168687265721e-08 1.95783695691696e-09 4.10770634315383e-09 2.6083527287176e-09 3.25496908231657e-09 2.22395340308414e-08 1.61772177613302e-09 8.354339591707e-09
"1624" 44756 5.8473315699628e-08 1.9540030714892e-09 4.14978878824437e-09 2.62226700080234e-09 3.28024917890743e-09 2.24681291601679e-08 1.61465196385641e-09 8.34124705953701e-09
"1625" 44757 5.85297626726839e-08 1.95016918606143e-09 4.1918712333349e-09 2.63618127288707e-09 3.30552927549829e-09 2.26967242894944e-08 1.61158215157981e-09 8.32815452736702e-09
"1626" 44758 5.84335976553502e-08 1.95016918606143e-09 4.22998278989192e-09 2.65033381860567e-09 3.28359588337979e-09 2.28061086529565e-08 1.6105285027202e-09 8.35303233609915e-09
"1627" 44759 5.85439377417808e-08 1.95151365604813e-09 4.27181107432281e-09 2.66661161653477e-09 3.31049240987194e-09 2.25869284368937e-08 1.61068308986692e-09 8.38763530493021e-09
"1628" 44760 5.86542778282115e-08 1.95285812603483e-09 4.31363935875371e-09 2.68288941446387e-09 3.33738893636409e-09 2.23677482208308e-08 1.61083767701364e-09 8.42223827376126e-09
"1629" 44761 5.87646179146421e-08 1.95420259602153e-09 4.3554676431846e-09 2.69916721239296e-09 3.36428546285625e-09 2.2148568004768e-08 1.61099226416036e-09 8.45684124259231e-09
"1630" 44762 5.88749580010727e-08 1.95554706600822e-09 4.3972959276155e-09 2.71544501032206e-09 3.3911819893484e-09 2.19293877887051e-08 1.61114685130709e-09 8.49144421142336e-09
