"..Data.clean_EMG_data_for_gestures.master.01.01_gesture_6_1_1_clean.txt.Comp.1" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_6_1_1_clean.txt.Comp.2" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_6_1_1_clean.txt.Comp.3" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_6_1_1_clean.txt.Comp.4" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_6_1_1_clean.txt.Comp.5" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_6_1_1_clean.txt.Comp.6" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_6_1_1_clean.txt.Comp.7" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_6_1_1_clean.txt.Comp.8"
"11050" -0.09679186354925 1.25177639015403 -0.0497301637344599 0.202632393104899 -0.209666070247743 0.42762709183169 -0.132552376208867 -0.0808488175851683
"21050" -0.0892780979703038 1.25731509854068 -0.0507841468511689 0.203170617027695 -0.208960130612962 0.4236466800924 -0.135191552155381 -0.0823201020659976
"3850" -0.0846659161931081 1.26057888737054 -0.0494051274640037 0.203439761223003 -0.205356465039956 0.416606469019602 -0.135510136044554 -0.0832049850357323
"4150" -0.0774093195342871 1.26573032976109 -0.0502315116544798 0.203924874859851 -0.204259297110861 0.412145926704724 -0.137993017778224 -0.0845835432680216
"5150" -0.07015272287546 1.27088177215166 -0.051057895844961 0.204409988496699 -0.20316212918177 0.407685384389853 -0.140475899511898 -0.0859621015003121
"6150" -0.0628961262166391 1.27603321454221 -0.0518842800354366 0.204895102133547 -0.202064961252674 0.403224842074975 -0.142958781245569 -0.0873406597326024
"7150" -0.0556395295578124 1.28118465693278 -0.0527106642259177 0.205380215770394 -0.200967793323583 0.398764299760104 -0.145441662979243 -0.0887192179648923
"8150" -0.0551802237802211 1.28147355355354 -0.0507189080949492 0.206927603592891 -0.199683974374592 0.39737055888946 -0.144852647007537 -0.0885727774671823
"9150" -0.0591287933997963 1.28040556871237 -0.0496124161540342 0.208926739986644 -0.199483052785553 0.396845913309615 -0.145072405858741 -0.0876325014996056
"10150" -0.063077363019371 1.27933758387121 -0.048505924213119 0.210925876380397 -0.199282131196514 0.396321267729771 -0.145292164709945 -0.0866922255320298
"11150" -0.0670259326389507 1.27826959903003 -0.0473994322721986 0.212925012774152 -0.199081209607469 0.39579662214992 -0.145511923561144 -0.0857519495644526
"12150" -0.0709745022585261 1.27720161418886 -0.0462929403312839 0.214924149167905 -0.198880288018431 0.395271976570076 -0.145731682412348 -0.0848116735968766
"13150" -0.074923071878101 1.27613362934769 -0.0451864483903689 0.216923285561659 -0.198679366429392 0.394747330990231 -0.145951441263552 -0.0838713976293008
"14150" -0.0788716414976756 1.27506564450652 -0.0440799564494536 0.218922421955412 -0.198478444840353 0.394222685410387 -0.146171200114756 -0.0829311216617245
"15150" -0.0828202111172508 1.27399765966535 -0.0429734645085388 0.220921558349165 -0.198277523251314 0.393698039830542 -0.14639095896596 -0.0819908456941489
"16150" -0.0882266466323237 1.27515869944396 -0.0385053018369735 0.218467234479366 -0.195156228095065 0.389043260092591 -0.143868816163676 -0.0802702615835235
"17150" -0.0936330821473958 1.27631973922257 -0.0340371391654102 0.216012910609568 -0.192034932938819 0.384388480354641 -0.141346673361392 -0.0785496774728981
"18150" -0.0990395176624691 1.27748077900118 -0.0295689764938454 0.21355858673977 -0.188913637782571 0.37973370061669 -0.138824530559108 -0.0768290933622727
"19150" -0.104445953177542 1.27864181877979 -0.0251008138222824 0.21110426286997 -0.185792342626322 0.375078920878739 -0.136302387756823 -0.0751085092516471
"20150" -0.109852388692615 1.27980285855839 -0.0206326511507181 0.208649939000171 -0.182671047470075 0.370424141140789 -0.13378024495454 -0.0733879251410221
"21140" -0.115258824207688 1.280963898337 -0.0161644884791534 0.206195615130373 -0.179549752313827 0.365769361402839 -0.131258102152255 -0.0716673410303958
"22150" -0.12066525972276 1.28212493811561 -0.0116963258075897 0.203741291260574 -0.176428457157579 0.361114581664887 -0.128735959349972 -0.0699467569197707
"23150" -0.126071695237834 1.28328597789422 -0.00722816313602448 0.201286967390775 -0.173307162001332 0.356459801926936 -0.126213816547688 -0.0682261728091451
"24150" -0.131478130752906 1.28444701767282 -0.00276000046446062 0.198832643520977 -0.170185866845085 0.351805022188986 -0.123691673745404 -0.0665055886985194
"25150" -0.136884566267979 1.28560805745143 0.00170816220710285 0.196378319651177 -0.167064571688836 0.347150242451035 -0.12116953094312 -0.0647850045878942
"26150" -0.142291001783052 1.28676909723004 0.00617632487866726 0.193923995781379 -0.163943276532588 0.342495462713084 -0.118647388140835 -0.0630644204772685
"27150" -0.147697437298125 1.28793013700865 0.0106444875502322 0.19146967191158 -0.16082198137634 0.337840682975134 -0.116125245338551 -0.0613438363666428
"28150" -0.153103872813197 1.28909117678725 0.0151126502217957 0.189015348041781 -0.157700686220093 0.333185903237182 -0.113603102536268 -0.0596232522560178
"29150" -0.15851030832827 1.29025221656586 0.0195808128933602 0.186561024171983 -0.154579391063845 0.328531123499232 -0.111080959733983 -0.0579026681453915
"30150" -0.161011447241366 1.29232249020296 0.0208891035992048 0.182452597205437 -0.151753667813066 0.321870889455538 -0.109827874847336 -0.0569574116235713
"31150" -0.160990005399468 1.29215261577502 0.020570027196567 0.183861800788685 -0.152324721216696 0.321669879374674 -0.10827902722301 -0.0556680276973498
"32150" -0.1621326622702 1.29260770174662 0.0195728149309024 0.185416495391853 -0.156315720460771 0.327061382886455 -0.107607583840578 -0.0539261548638543
"33140" -0.164695843010537 1.29170271668103 0.0187367009018723 0.182992628482881 -0.15836438132829 0.325829761515647 -0.108401771573583 -0.0533347615351702
"34138" -0.167259023750876 1.29079773161543 0.0179005868728445 0.180568761573909 -0.160413042195809 0.324598140144838 -0.10919595930659 -0.0527433682064857
"35130" -0.169822204491214 1.28989274654984 0.0170644728438152 0.178144894664938 -0.162461703063329 0.323366518774031 -0.109990147039596 -0.0521519748778005
"36120" -0.172385385231552 1.28898776148425 0.0162283588147855 0.175721027755965 -0.164510363930848 0.322134897403222 -0.110784334772602 -0.051560581549116
"37106" -0.17494856597189 1.28808277641866 0.0153922447857563 0.173297160846993 -0.166559024798367 0.320903276032415 -0.111578522505607 -0.0509691882204314
"3860" -0.177511746712228 1.28717779135307 0.0145561307567275 0.170873293938023 -0.168607685665887 0.319671654661607 -0.112372710238613 -0.050377794891747
"3940" -0.180074927452566 1.28627280628748 0.0137200167276986 0.16844942702905 -0.170656346533405 0.318440033290798 -0.113166897971619 -0.0497864015630628
"4040" -0.182638108192904 1.28536782122189 0.0128839026986695 0.166025560120078 -0.172705007400924 0.31720841191999 -0.113961085704625 -0.0491950082343777
"4160" -0.185201288933242 1.2844628361563 0.0120477886696399 0.163601693211106 -0.174753668268444 0.315976790549183 -0.11475527343763 -0.0486036149056931
"4240" -0.18776446967358 1.28355785109071 0.0112116746406116 0.161177826302135 -0.176802329135964 0.314745169178374 -0.115549461170637 -0.0480122215770081
"4340" -0.190327650413917 1.28265286602512 0.0103755606115817 0.158753959393163 -0.178850990003482 0.313513547807566 -0.116343648903642 -0.0474208282483237
"4440" -0.192890831154255 1.28174788095953 0.00953944658255268 0.156330092484191 -0.180899650871001 0.312281926436759 -0.117137836636647 -0.0468294349196384
"4540" -0.195454011894595 1.28084289589393 0.00870333255352382 0.153906225575219 -0.18294831173852 0.311050305065951 -0.117932024369653 -0.0462380415909543
"4640" -0.198017192634931 1.27993791082834 0.00786721852449376 0.151482358666247 -0.184996972606039 0.309818683695143 -0.118726212102659 -0.0456466482622699
"4740" -0.20058037337527 1.27903292576275 0.00703110449546565 0.149058491757275 -0.187045633473559 0.308587062324334 -0.119520399835666 -0.045055254933585
"4840" -0.203143554115608 1.27812794069716 0.00619499046643662 0.146634624848304 -0.189094294341078 0.307355440953527 -0.120314587568671 -0.0444638616049001
"4940" -0.205706734855946 1.27722295563157 0.00535887643740629 0.144210757939331 -0.191142955208597 0.306123819582718 -0.121108775301677 -0.0438724682762157
"5040" -0.208269915596284 1.27631797056598 0.00452276240837787 0.141786891030359 -0.193191616076116 0.304892198211911 -0.121902963034683 -0.0432810749475312
"5160" -0.212518687699441 1.27351166422419 0.00551287704556269 0.139227778540914 -0.191177034170318 0.299854891913245 -0.120017880469374 -0.0423262677451316
"5240" -0.216767459802599 1.27070535788239 0.00650299168274676 0.136668666051468 -0.189162452264521 0.29481758561458 -0.118132797904065 -0.0413714605427321
"5340" -0.212310412544225 1.26901650412544 0.00157725676636103 0.138929482384021 -0.188729103424901 0.290385335882772 -0.116615461851571 -0.0408395650992139
"5440" -0.207853365285851 1.26732765036849 -0.00334847815002437 0.141190298716575 -0.188295754585282 0.285953086150964 -0.115098125799077 -0.0403076696556957
"5540" -0.204569651541031 1.26329611672598 -0.00925494027131166 0.140937713555591 -0.186193685067081 0.281079239111749 -0.111371118433667 -0.0395744889121592
