time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
36926,6.369012506466313e-8,1.6199929309726693e-8,4.766151610177276e-9,1.3030178215069743e-7,9.736944019916876e-8,4.261028159449139e-8,6.990883795348856e-8,5.742499304489483e-8,0
36927,6.36294519151528e-8,1.6158911675023168e-8,4.77297959464621e-9,1.3053529705854712e-7,9.741865546573884e-8,4.262294172018465e-8,6.999835354882723e-8,5.789121973539588e-8,0
36928,6.356877876564246e-8,1.6117894040319647e-8,4.779807579115143e-9,1.3076881196639683e-7,9.746787073230891e-8,4.263560184587791e-8,7.00878691441659e-8,5.835744642589694e-8,0
36929,6.350810561613212e-8,1.6076876405616122e-8,4.786635563584077e-9,1.3100232687424652e-7,9.751708599887898e-8,4.2648261971571175e-8,7.017738473950456e-8,5.882367311639799e-8,0
36930,6.34474324666218e-8,1.60358587709126e-8,4.79346354805301e-9,1.312358417820962e-7,9.756630126544907e-8,4.2660922097264445e-8,7.026690033484323e-8,5.928989980689905e-8,0
36931,6.331247054189717e-8,1.6015522616848907e-8,4.7915106766449115e-09,1.31127596786482e-7,9.758186458481987e-8,4.3065763537028885e-8,7.084057763319852e-8,5.9264015163738015e-8,0
36932,6.317750861717253e-8,1.5995186462785217e-8,4.7895578052368125e-9,1.310193517908678e-7,9.759742790419069e-8,4.3470604976793325e-8,7.141425493155381e-8,5.923813052057697e-8,0
36933,6.30425466924479e-8,1.5974850308721527e-8,4.787604933828713e-9,1.309111067952536e-7,9.761299122356149e-8,4.3875446416557764e-8,7.198793222990911e-8,5.9212245877415936e-8,0
36934,6.290758476772326e-8,1.5954514154657837e-8,4.785652062420614e-9,1.308028617996394e-7,9.762855454293231e-8,4.428028785632221e-8,7.25616095282644e-8,5.918636123425489e-8,0
36935,6.277262284299864e-8,1.5934178000594147e-8,4.783699191012514e-9,1.306946168040252e-7,9.764411786230312e-8,4.468512929608665e-8,7.31352868266197e-8,5.916047659109386e-8,0
36936,6.263766091827401e-8,1.5913841846530453e-8,4.781746319604415e-9,1.30586371808411e-7,9.765968118167393e-8,4.508997073585109e-8,7.370896412497499e-8,5.9134591947932814e-8,0
36937,6.250269899354937e-8,1.5893505692466763e-8,4.779793448196315e-9,1.304781268127968e-7,9.767524450104474e-8,4.549481217561553e-8,7.428264142333028e-8,5.910870730477177e-8,0
36938,6.236773706882474e-8,1.5873169538403073e-8,4.777840576788216e-9,1.303698818171826e-7,9.769080782041554e-8,4.589965361537998e-8,7.485631872168558e-8,5.9082822661610735e-8,0
36939,6.223277514410011e-8,1.5852833384339383e-8,4.7758877053801165e-9,1.302616368215684e-7,9.770637113978636e-8,4.630449505514442e-8,7.542999602004087e-8,5.905693801844969e-8,0
36940,6.209781321937549e-8,1.583249723027569e-8,4.7739348339720176e-9,1.301533918259542e-7,9.772193445915718e-8,4.670933649490886e-8,7.600367331839617e-8,5.9031053375288656e-8,0
36941,6.196285129465085e-8,1.5812161076212e-8,4.771981962563919e-9,1.3004514683034e-7,9.773749777852798e-8,4.7114177934673297e-08,7.657735061675146e-8,5.900516873212761e-8,0
36942,6.182788936992622e-8,1.579182492214831e-8,4.770029091155819e-9,1.299369018347258e-7,9.77530610978988e-8,4.751901937443774e-8,7.715102791510675e-8,5.8979284088966576e-8,0
36943,6.169292744520158e-8,1.577148876808462e-8,4.76807621974772e-9,1.298286568391116e-7,9.776862441726961e-8,4.792386081420218e-8,7.772470521346205e-8,5.8953399445805534e-8,0
36944,6.157103262921725e-8,1.575966496446196e-8,4.774904204216653e-9,1.2980689001041876e-7,9.798170508162414e-8,4.7921842151321496e-8,7.785606407749438e-8,5.879747619071782e-8,0
36945,6.144913781323292e-8,1.5747841160839303e-8,4.781732188685587e-9,1.2978512318172596e-7,9.819478574597869e-8,4.7919823488440816e-8,7.798742294152672e-8,5.8641552935630105e-8,0
36946,6.136530913066783e-8,1.577474743707072e-8,4.774728574514325e-9,1.2972884595251508e-7,9.82450911697885e-8,4.791801767926683e-8,7.759076546115584e-8,5.8342641825401926e-8,0
36947,6.124972225976564e-8,1.5783259787511756e-8,4.782792906511094e-9,1.2949198593616565e-7,9.845817183414304e-8,4.760771810019202e-8,7.771007626064764e-8,5.828657940053985e-8,0
36948,6.120884882875157e-8,1.5806029767615206e-8,4.775957856582746e-9,1.2944771092691132e-7,9.80512337327812e-8,4.7542572739601e-8,7.782161498287098e-8,5.830788066399861e-8,0
36949,6.116797539773751e-8,1.5828799747718656e-8,4.769122806654398e-9,1.2940343591765702e-7,9.764429563141937e-8,4.747742737900998e-8,7.793315370509434e-8,5.832918192745736e-8,0
36950,6.112710196672347e-8,1.5851569727822106e-8,4.762287756726051e-9,1.293591609084027e-7,9.723735753005753e-8,4.741228201841895e-8,7.804469242731768e-8,5.835048319091612e-8,0
36951,6.10862285357094e-8,1.5874339707925556e-8,4.755452706797703e-9,1.293148858991484e-7,9.68304194286957e-8,4.7347136657827926e-8,7.815623114954104e-8,5.8371784454374875e-8,0
36952,6.104535510469534e-8,1.589710968802901e-8,4.748617656869356e-9,1.2927061088989407e-7,9.642348132733386e-8,4.72819912972369e-8,7.826776987176438e-8,5.839308571783363e-8,0
36953,6.110415709402668e-8,1.589420707864518e-8,4.73274183924019e-9,1.2922633588063977e-7,9.580660526178438e-8,4.7231524725219825e-8,7.824871085791914e-8,5.843842816878577e-8,0
36954,6.108436898050254e-8,1.589614572924311e-8,4.716866021611023e-9,1.290986073683109e-7,9.51975108559203e-8,4.7177446534854775e-8,7.822959985092219e-8,5.84592242429073e-8,0
36955,6.106458086697841e-8,1.5898084379841038e-8,4.700990203981857e-9,1.2897087885598204e-7,9.458841645005621e-8,4.712336834448972e-8,7.821048884392522e-8,5.848002031702882e-8,0
36956,6.104479275345427e-8,1.590002303043897e-8,4.685114386352691e-9,1.2884315034365315e-7,9.397932204419213e-8,4.706929015412467e-8,7.819137783692826e-8,5.850081639115034e-8,0
36957,6.102500463993014e-8,1.59019616810369e-8,4.669238568723525e-9,1.287154218313243e-7,9.337022763832805e-8,4.701521196375962e-8,7.817226682993129e-8,5.8521612465271864e-8,0
36958,6.1005216526406e-8,1.590390033163483e-8,4.6533627510943585e-9,1.2858769331899542e-7,9.276113323246397e-8,4.696113377339457e-8,7.815315582293434e-8,5.8542408539393387e-8,0
36959,6.098542841288187e-8,1.590583898223276e-8,4.637486933465192e-9,1.2845996480666656e-7,9.21520388265999e-8,4.690705558302952e-8,7.813404481593737e-8,5.856320461351491e-8,0
36960,6.096564029935774e-8,1.590777763283069e-8,4.621611115836026e-9,1.283322362943377e-7,9.154294442073582e-8,4.685297739266447e-8,7.811493380894041e-8,5.858400068763644e-8,0
36961,6.09458521858336e-8,1.590971628342862e-8,4.605735298206859e-9,1.2820450778200884e-7,9.093385001487174e-8,4.679889920229942e-8,7.809582280194344e-8,5.860479676175796e-8,0
36962,6.092606407230948e-8,1.5911654934026552e-8,4.589859480577693e-9,1.2807677926967995e-7,9.032475560900766e-8,4.674482101193437e-8,7.807671179494648e-8,5.862559283587948e-8,0
