"time" "channel1" "channel2" "channel3" "channel4" "channel5" "channel6" "channel7" "channel8"
"1978" 47298 5.48839705930755e-09 6.84711668122453e-09 1.13646506278763e-07 5.4920551414794e-07 4.09992157890115e-07 3.33385039079878e-08 2.24361069814084e-08 3.50560655675489e-09
"1979" 47299 5.48839705930755e-09 6.84289050846773e-09 1.13636769719827e-07 5.47324489702189e-07 4.1119976887298e-07 3.332304570864e-08 2.24423448780575e-08 3.50225380060045e-09
"1980" 47300 5.46916689082403e-09 6.82383402958923e-09 1.13732617303533e-07 5.45120795615696e-07 4.11101744537637e-07 3.33161353146689e-08 2.24904254452928e-08 3.48961856043195e-09
"1981" 47301 5.44993672234051e-09 6.80477755071073e-09 1.13828464887238e-07 5.42917101529204e-07 4.11003720202294e-07 3.33092249206978e-08 2.2538506012528e-08 3.47698332026344e-09
"1982" 47302 5.43070655385699e-09 6.78572107183224e-09 1.13924312470944e-07 5.40713407442712e-07 4.10905695866952e-07 3.33023145267266e-08 2.25865865797633e-08 3.46434808009493e-09
"1983" 47303 5.41147638537347e-09 6.76666459295374e-09 1.1402016005465e-07 5.3850971335622e-07 4.10807671531609e-07 3.32954041327555e-08 2.26346671469985e-08 3.45171283992643e-09
"1984" 47304 5.39224621688995e-09 6.74760811407525e-09 1.14116007638355e-07 5.36306019269728e-07 4.10709647196266e-07 3.32884937387844e-08 2.26827477142337e-08 3.43907759975792e-09
"1985" 47305 5.37301604840643e-09 6.72855163519675e-09 1.14211855222061e-07 5.34102325183236e-07 4.10611622860924e-07 3.32815833448133e-08 2.2730828281469e-08 3.42644235958942e-09
"1986" 47306 5.35378587992291e-09 6.70949515631825e-09 1.14307702805767e-07 5.31898631096743e-07 4.10513598525581e-07 3.32746729508421e-08 2.27789088487042e-08 3.41380711942091e-09
"1987" 47307 5.3345557114394e-09 6.69043867743976e-09 1.14403550389472e-07 5.29694937010251e-07 4.10415574190239e-07 3.3267762556871e-08 2.28269894159395e-08 3.40117187925241e-09
"1988" 47308 5.31532554295588e-09 6.67138219856126e-09 1.14499397973178e-07 5.27491242923759e-07 4.10317549854896e-07 3.32608521628999e-08 2.28750699831747e-08 3.3885366390839e-09
"1989" 47309 5.29609537447236e-09 6.65232571968276e-09 1.14595245556883e-07 5.25287548837267e-07 4.10219525519553e-07 3.32539417689288e-08 2.292315055041e-08 3.37590139891539e-09
"1990" 47310 5.27897291234187e-09 6.64103763084835e-09 1.14766232302677e-07 5.2416990768921e-07 4.08762441882525e-07 3.32588571504311e-08 2.2971146831231e-08 3.36118842375668e-09
"1991" 47311 5.2849475172961e-09 6.63589332429384e-09 1.13203360319942e-07 5.24002626722055e-07 4.08789499131884e-07 3.32556513300041e-08 2.30075101828959e-08 3.35800207984058e-09
"1992" 47312 5.29092212225033e-09 6.63074901773933e-09 1.11640488337207e-07 5.238353457549e-07 4.08816556381243e-07 3.32524455095771e-08 2.30438735345609e-08 3.35481573592447e-09
"1993" 47313 5.29689672720457e-09 6.62560471118482e-09 1.10077616354472e-07 5.23668064787745e-07 4.08843613630602e-07 3.32492396891502e-08 2.30802368862258e-08 3.35162939200837e-09
"1994" 47314 5.29867053658584e-09 6.64946548837404e-09 1.08624034425617e-07 5.23709174409887e-07 4.10213420148198e-07 3.32789484271733e-08 2.30881326496869e-08 3.34930203866067e-09
"1995" 47315 6.00396797593946e-09 6.69920851270022e-09 1.06866366025265e-07 5.23541157816399e-07 4.10621807960707e-07 3.3270827225244e-08 2.37226873261301e-08 3.34611569474456e-09
"1996" 47316 6.70926541529308e-09 6.7489515370264e-09 1.05108697624913e-07 5.23373141222911e-07 4.11030195773216e-07 3.32627060233148e-08 2.43572420025734e-08 3.34292935082846e-09
"1997" 47317 7.4145628546467e-09 6.79869456135258e-09 1.03351029224562e-07 5.23205124629422e-07 4.11438583585725e-07 3.32545848213855e-08 2.49917966790166e-08 3.33974300691235e-09
"1998" 47318 8.11986029400032e-09 6.84843758567875e-09 1.0159336082421e-07 5.23037108035934e-07 4.11846971398234e-07 3.32464636194562e-08 2.56263513554599e-08 3.33655666299625e-09
"1999" 47319 8.82515773335394e-09 6.89818061000493e-09 9.98356924238581e-08 5.22869091442446e-07 4.12255359210743e-07 3.3238342417527e-08 2.62609060319031e-08 3.33337031908015e-09
"2000" 47320 9.53045517270756e-09 6.94792363433111e-09 9.80780240235063e-08 5.22701074848958e-07 4.12663747023252e-07 3.32302212155977e-08 2.68954607083464e-08 3.33018397516404e-09
"2001" 47321 1.02357526120612e-08 6.99766665865729e-09 9.63203556231546e-08 5.2253305825547e-07 4.13072134835761e-07 3.32221000136685e-08 2.75300153847896e-08 3.32699763124794e-09
"2002" 47322 1.09410500514148e-08 7.04740968298346e-09 9.45626872228029e-08 5.22365041661982e-07 4.13480522648269e-07 3.32139788117392e-08 2.81645700612329e-08 3.32381128733184e-09
"2003" 47323 1.16463474907684e-08 7.09715270730964e-09 9.28050188224511e-08 5.22197025068494e-07 4.13888910460778e-07 3.320585760981e-08 2.87991247376761e-08 3.32062494341573e-09
"2004" 47324 1.2351644930122e-08 7.14689573163582e-09 9.10473504220994e-08 5.22029008475006e-07 4.14297298273287e-07 3.31977364078807e-08 2.94336794141194e-08 3.31743859949963e-09
"2005" 47325 1.30569423694757e-08 7.196638755962e-09 8.92896820217477e-08 5.21860991881518e-07 4.14705686085796e-07 3.31896152059514e-08 3.00682340905626e-08 3.31425225558352e-09
"2006" 47326 1.37622398088293e-08 7.24638178028818e-09 8.75320136213959e-08 5.2169297528803e-07 4.15114073898305e-07 3.31814940040222e-08 3.07027887670058e-08 3.31106591166742e-09
"2007" 47327 1.44675372481829e-08 7.29612480461435e-09 8.57743452210442e-08 5.21524958694542e-07 4.15522461710814e-07 3.31733728020929e-08 3.13373434434491e-08 3.30787956775132e-09
"2008" 47328 1.51728346875365e-08 7.34586782894053e-09 8.40166768206925e-08 5.21356942101054e-07 4.15930849523323e-07 3.31652516001637e-08 3.19718981198923e-08 3.30469322383521e-09
"2009" 47329 1.58781321268901e-08 7.39561085326671e-09 8.22590084203407e-08 5.21188925507566e-07 4.16339237335832e-07 3.31571303982344e-08 3.26064527963356e-08 3.30150687991911e-09
"2010" 47330 1.65834295662438e-08 7.44535387759289e-09 8.0501340019989e-08 5.21020908914078e-07 4.16747625148341e-07 3.31490091963051e-08 3.32410074727788e-08 3.298320536003e-09
"2011" 47331 1.72887270055974e-08 7.49509690191906e-09 7.87436716196373e-08 5.2085289232059e-07 4.1715601296085e-07 3.31408879943759e-08 3.38755621492221e-08 3.2951341920869e-09
"2012" 47332 1.79864659363463e-08 7.5259382532582e-09 7.67684114411031e-08 5.19486617911528e-07 4.15532940631352e-07 3.30632863679585e-08 3.44856253316629e-08 3.28585170807283e-09
"2013" 47333 1.86842048670952e-08 7.55677960459733e-09 7.4793151262569e-08 5.18120343502466e-07 4.13909868301854e-07 3.29856847415412e-08 3.50956885141037e-08 3.27656922405876e-09
"2014" 47334 1.93819437978441e-08 7.58762095593647e-09 7.28178910840348e-08 5.16754069093404e-07 4.12286795972357e-07 3.29080831151238e-08 3.57057516965445e-08 3.26728674004469e-09
"2015" 47335 2.0079682728593e-08 7.6184623072756e-09 7.08426309055006e-08 5.15387794684342e-07 4.10663723642859e-07 3.28304814887065e-08 3.63158148789853e-08 3.25800425603062e-09
"2016" 47336 2.00721242199883e-08 7.59441632773405e-09 6.89469537627149e-08 5.14102306467221e-07 4.08906539448691e-07 3.27853772591485e-08 3.63361408098535e-08 3.24850005023137e-09
"2017" 47337 2.01426800450543e-08 7.62565454125675e-09 6.84887294199077e-08 5.12766107285305e-07 4.07330071406685e-07 3.27041432088568e-08 3.63035463190385e-08 3.24076913511577e-09
"2018" 47338 2.02119712463085e-08 7.67791975813885e-09 6.84495664270567e-08 5.12473677486056e-07 4.04691417396604e-07 3.2679779603069e-08 3.63032091733816e-08 3.23303822000016e-09
"2019" 47339 2.02812624475627e-08 7.73018497502095e-09 6.84104034342058e-08 5.12181247686807e-07 4.02052763386524e-07 3.26554159972812e-08 3.63028720277248e-08 3.22530730488456e-09
"2020" 47340 2.03505536488168e-08 7.78245019190306e-09 6.83712404413548e-08 5.11888817887558e-07 3.99414109376443e-07 3.26310523914934e-08 3.63025348820679e-08 3.21757638976896e-09
"2021" 47341 2.0419844850071e-08 7.83471540878516e-09 6.83320774485038e-08 5.1159638808831e-07 3.96775455366362e-07 3.26066887857057e-08 3.6302197736411e-08 3.20984547465336e-09
"2022" 47342 2.04891360513252e-08 7.88698062566726e-09 6.82929144556528e-08 5.11303958289061e-07 3.94136801356282e-07 3.25823251799179e-08 3.63018605907541e-08 3.20211455953776e-09
"2023" 47343 2.05584272525794e-08 7.93924584254936e-09 6.82537514628018e-08 5.11011528489812e-07 3.91498147346201e-07 3.25579615741301e-08 3.63015234450972e-08 3.19438364442216e-09
"2024" 47344 2.06277184538335e-08 7.99151105943147e-09 6.82145884699509e-08 5.10719098690563e-07 3.88859493336121e-07 3.25335979683423e-08 3.63011862994403e-08 3.18665272930655e-09
"2025" 47345 2.06970096550877e-08 8.04377627631357e-09 6.81754254770999e-08 5.10426668891314e-07 3.8622083932604e-07 3.25092343625546e-08 3.63008491537835e-08 3.17892181419095e-09
"2026" 47346 2.07412651237304e-08 8.03603237425741e-09 6.96873005171478e-08 5.08254665034076e-07 3.85976018726584e-07 3.2352685444279e-08 3.62959459090256e-08 3.16163186732704e-09
"2027" 47347 2.07855205923731e-08 8.02828847220125e-09 7.11991755571958e-08 5.06082661176838e-07 3.85731198127128e-07 3.21961365260034e-08 3.62910426642678e-08 3.14434192046313e-09
"2028" 47348 2.08297760610159e-08 8.02054457014509e-09 7.27110505972437e-08 5.03910657319599e-07 3.85486377527672e-07 3.20395876077278e-08 3.62861394195099e-08 3.12705197359921e-09
"2029" 47349 2.08740315296586e-08 8.01280066808893e-09 7.42229256372916e-08 5.01738653462361e-07 3.85241556928216e-07 3.18830386894521e-08 3.62812361747521e-08 3.1097620267353e-09
"2030" 47350 2.09182869983013e-08 8.00505676603277e-09 7.57348006773396e-08 4.99566649605123e-07 3.84996736328759e-07 3.17264897711766e-08 3.62763329299942e-08 3.09247207987139e-09
"2031" 47351 2.0900444579966e-08 7.94202867091236e-09 7.62118920651923e-08 4.99167142067569e-07 3.8545748343742e-07 3.15706529077419e-08 3.62686900257758e-08 3.07448955467741e-09
