"time" "channel1" "channel2" "channel3" "channel4" "channel5" "channel6" "channel7" "channel8"
"1" 16089 9.53745079917747e-09 2.13339559565805e-08 5.74342053492201e-08 1.41463415637294e-07 2.3883736238623e-07 1.69526374358572e-07 3.76301838177944e-08 2.49715933702612e-08
"2" 16090 9.53775505253963e-09 2.1363078518617e-08 5.74813856425306e-08 1.41718012805355e-07 2.39204795166407e-07 1.69531644203748e-07 3.767028950008e-08 2.55127099350528e-08
"3" 16091 9.5380593059018e-09 2.13922010806535e-08 5.7528565935841e-08 1.41972609973417e-07 2.39572227946584e-07 1.69536914048924e-07 3.77103951823657e-08 2.60538264998445e-08
"4" 16092 9.53836355926397e-09 2.14213236426901e-08 5.75757462291515e-08 1.42227207141478e-07 2.3993966072676e-07 1.695421838941e-07 3.77505008646513e-08 2.65949430646361e-08
"5" 16093 9.53866781262614e-09 2.14504462047266e-08 5.7622926522462e-08 1.4248180430954e-07 2.40307093506937e-07 1.69547453739277e-07 3.77906065469369e-08 2.71360596294277e-08
"6" 16094 9.53897206598831e-09 2.14795687667631e-08 5.76701068157724e-08 1.42736401477601e-07 2.40674526287114e-07 1.69552723584453e-07 3.78307122292225e-08 2.76771761942194e-08
"7" 16095 9.53927631935047e-09 2.15086913287996e-08 5.77172871090829e-08 1.42990998645663e-07 2.41041959067291e-07 1.69557993429629e-07 3.78708179115082e-08 2.8218292759011e-08
"8" 16096 9.53958057271264e-09 2.15378138908361e-08 5.77644674023934e-08 1.43245595813724e-07 2.41409391847468e-07 1.69563263274805e-07 3.79109235937938e-08 2.87594093238027e-08
"9" 16097 9.53988482607481e-09 2.15669364528727e-08 5.78116476957038e-08 1.43500192981786e-07 2.41776824627645e-07 1.69568533119981e-07 3.79510292760794e-08 2.93005258885943e-08
"10" 16098 9.54018907943698e-09 2.15960590149092e-08 5.78588279890143e-08 1.43754790149847e-07 2.42144257407822e-07 1.69573802965157e-07 3.79911349583651e-08 2.98416424533859e-08
"11" 16099 9.54049333279915e-09 2.16251815769457e-08 5.79060082823248e-08 1.44009387317909e-07 2.42511690187999e-07 1.69579072810333e-07 3.80312406406507e-08 3.03827590181776e-08
"12" 16100 9.54079758616131e-09 2.16543041389822e-08 5.79531885756352e-08 1.4426398448597e-07 2.42879122968175e-07 1.6958434265551e-07 3.80713463229363e-08 3.09238755829692e-08
"13" 16101 9.53689230737157e-09 2.16782079583948e-08 5.79951250863958e-08 1.44128637980472e-07 2.43539699703008e-07 1.69247547835828e-07 3.80325902398982e-08 3.14706417719103e-08
"14" 16102 9.53689230737157e-09 2.17021117778073e-08 5.80582929787337e-08 1.43260516208675e-07 2.41255848880578e-07 1.69191273422915e-07 3.80728191819293e-08 3.20009425578312e-08
"15" 16103 9.51280767290903e-09 2.16682824564355e-08 5.78252340104793e-08 1.43347990450424e-07 2.39571550975751e-07 1.68890671141676e-07 3.80048244116619e-08 3.24594425453316e-08
"16" 16104 9.4887230384465e-09 2.16344531350638e-08 5.75921750422249e-08 1.43435464692173e-07 2.37887253070923e-07 1.68590068860437e-07 3.79368296413945e-08 3.29179425328319e-08
"17" 16105 9.46463840398396e-09 2.16006238136921e-08 5.73591160739705e-08 1.43522938933921e-07 2.36202955166095e-07 1.68289466579199e-07 3.78688348711271e-08 3.33764425203322e-08
"18" 16106 9.44055376952143e-09 2.15667944923203e-08 5.71260571057161e-08 1.4361041317567e-07 2.34518657261267e-07 1.6798886429796e-07 3.78008401008597e-08 3.38349425078326e-08
"19" 16107 9.42876847069325e-09 2.15068230175442e-08 5.68330790152048e-08 1.43458002127065e-07 2.32950953335624e-07 1.67856421790766e-07 3.77999772826416e-08 3.3820006114926e-08
"20" 16108 9.41698317186507e-09 2.1446851542768e-08 5.65401009246936e-08 1.43305591078459e-07 2.3138324940998e-07 1.67723979283572e-07 3.77991144644235e-08 3.38050697220195e-08
"21" 16109 9.40519787303689e-09 2.13868800679919e-08 5.62471228341823e-08 1.43153180029854e-07 2.29815545484337e-07 1.67591536776379e-07 3.77982516462054e-08 3.37901333291129e-08
"22" 16110 9.39341257420871e-09 2.13269085932157e-08 5.59541447436711e-08 1.43000768981248e-07 2.28247841558693e-07 1.67459094269185e-07 3.77973888279873e-08 3.37751969362064e-08
"23" 16111 9.38162727538053e-09 2.12669371184396e-08 5.56611666531598e-08 1.42848357932643e-07 2.2668013763305e-07 1.67326651761991e-07 3.77965260097692e-08 3.37602605432998e-08
"24" 16112 9.35743288731086e-09 2.12032552704622e-08 5.53760586154167e-08 1.42912863857974e-07 2.25734691247062e-07 1.67042574208511e-07 3.7716520078107e-08 3.37128833639334e-08
"25" 16113 9.3332384992412e-09 2.11395734224848e-08 5.50909505776735e-08 1.42977369783305e-07 2.24789244861074e-07 1.66758496655031e-07 3.76365141464449e-08 3.3665506184567e-08
"26" 16114 9.30904411117153e-09 2.10758915745074e-08 5.48058425399303e-08 1.43041875708636e-07 2.23843798475086e-07 1.66474419101551e-07 3.75565082147827e-08 3.36181290052006e-08
"27" 16115 9.30835085829929e-09 2.10699428673144e-08 5.47899874455351e-08 1.43258792682573e-07 2.22598607812892e-07 1.66265493321677e-07 3.75151881650827e-08 3.35012268685361e-08
"28" 16116 9.30765760542704e-09 2.10639941601213e-08 5.47741323511398e-08 1.4347570965651e-07 2.21353417150699e-07 1.66056567541803e-07 3.74738681153827e-08 3.33843247318715e-08
"29" 16117 9.30696435255479e-09 2.10580454529282e-08 5.47582772567446e-08 1.43692626630446e-07 2.20108226488505e-07 1.65847641761929e-07 3.74325480656827e-08 3.32674225952069e-08
"30" 16118 9.30627109968255e-09 2.10520967457351e-08 5.47424221623494e-08 1.43909543604383e-07 2.18863035826311e-07 1.65638715982055e-07 3.73912280159827e-08 3.31505204585423e-08
"31" 16119 9.3055778468103e-09 2.1046148038542e-08 5.47265670679541e-08 1.4412646057832e-07 2.17617845164118e-07 1.65429790202181e-07 3.73499079662827e-08 3.30336183218777e-08
"32" 16120 9.30488459393806e-09 2.10401993313489e-08 5.47107119735589e-08 1.44343377552256e-07 2.16372654501924e-07 1.65220864422307e-07 3.73085879165827e-08 3.29167161852131e-08
"33" 16121 9.30419134106581e-09 2.10342506241558e-08 5.46948568791636e-08 1.44560294526193e-07 2.1512746383973e-07 1.65011938642433e-07 3.72672678668827e-08 3.27998140485485e-08
"34" 16122 9.30349808819357e-09 2.10283019169627e-08 5.46790017847684e-08 1.4477721150013e-07 2.13882273177537e-07 1.64803012862559e-07 3.72259478171827e-08 3.26829119118839e-08
"35" 16123 9.30280483532132e-09 2.10223532097696e-08 5.46631466903731e-08 1.44994128474067e-07 2.12637082515343e-07 1.64594087082685e-07 3.71846277674827e-08 3.25660097752194e-08
"36" 16124 9.21401705668823e-09 2.07508377528709e-08 5.37859411964267e-08 1.44846413608776e-07 2.13852767403176e-07 1.63885631785568e-07 3.6686402517887e-08 3.24275328488009e-08
"37" 16125 9.12522927805513e-09 2.04793222959722e-08 5.29087357024803e-08 1.44698698743485e-07 2.15068452291008e-07 1.63177176488451e-07 3.61881772682913e-08 3.22890559223824e-08
"38" 16126 9.03644149942204e-09 2.02078068390735e-08 5.20315302085339e-08 1.44550983878194e-07 2.16284137178841e-07 1.62468721191334e-07 3.56899520186956e-08 3.21505789959639e-08
"39" 16127 9.02046195213091e-09 2.01602932022568e-08 5.1861740371838e-08 1.46221793428332e-07 2.16116682183339e-07 1.61874169798043e-07 3.51813408409376e-08 3.20362295762571e-08
"40" 16128 9.00448240483978e-09 2.01127795654402e-08 5.16919505351421e-08 1.47892602978471e-07 2.15949227187837e-07 1.61279618404751e-07 3.46727296631796e-08 3.19218801565502e-08
"41" 16129 8.98850285754866e-09 2.00652659286235e-08 5.15221606984463e-08 1.49563412528609e-07 2.15781772192335e-07 1.6068506701146e-07 3.41641184854217e-08 3.18075307368434e-08
"42" 16130 8.97252331025753e-09 2.00177522918068e-08 5.13523708617504e-08 1.51234222078748e-07 2.15614317196834e-07 1.60090515618169e-07 3.36555073076637e-08 3.16931813171366e-08
"43" 16131 8.9565437629664e-09 1.99702386549901e-08 5.11825810250546e-08 1.52905031628886e-07 2.15446862201332e-07 1.59495964224877e-07 3.31468961299057e-08 3.15788318974298e-08
"44" 16132 8.94056421567528e-09 1.99227250181734e-08 5.10127911883587e-08 1.54575841179025e-07 2.1527940720583e-07 1.58901412831586e-07 3.26382849521477e-08 3.1464482477723e-08
"45" 16133 8.92458466838415e-09 1.98752113813567e-08 5.08430013516629e-08 1.56246650729163e-07 2.15111952210329e-07 1.58306861438295e-07 3.21296737743897e-08 3.13501330580161e-08
"46" 16134 8.90860512109302e-09 1.982769774454e-08 5.0673211514967e-08 1.57917460279302e-07 2.14944497214827e-07 1.57712310045004e-07 3.16210625966317e-08 3.12357836383093e-08
"47" 16135 8.8926255738019e-09 1.97801841077233e-08 5.05034216782712e-08 1.5958826982944e-07 2.14777042219325e-07 1.57117758651712e-07 3.11124514188737e-08 3.11214342186025e-08
"48" 16136 8.87664602651077e-09 1.97326704709066e-08 5.03336318415753e-08 1.61259079379578e-07 2.14609587223823e-07 1.56523207258421e-07 3.06038402411157e-08 3.10070847988957e-08
"49" 16137 8.92416233371179e-09 1.99009088224305e-08 5.09291068063571e-08 1.62299609880237e-07 2.14609587223823e-07 1.56498551916565e-07 3.06117792044092e-08 3.10714370513202e-08
"50" 16138 8.9716786409128e-09 2.00691471739543e-08 5.15245817711389e-08 1.63340140380896e-07 2.14609587223823e-07 1.56473896574709e-07 3.06197181677027e-08 3.11357893037447e-08
"51" 16139 9.01919494811381e-09 2.01566238507041e-08 5.18755989602972e-08 1.65115850613841e-07 2.18553271659395e-07 1.58641679913848e-07 3.11812200324264e-08 3.13190190548454e-08
"52" 16140 9.06671125531482e-09 2.02441005274538e-08 5.22266161494555e-08 1.66891560846787e-07 2.22496956094967e-07 1.60809463252987e-07 3.17427218971501e-08 3.15022488059461e-08
"53" 16141 9.11422756251583e-09 2.03315772042035e-08 5.25776333386139e-08 1.68667271079732e-07 2.26440640530538e-07 1.62977246592127e-07 3.23042237618738e-08 3.16854785570468e-08
"54" 16142 9.16174386971684e-09 2.04190538809533e-08 5.29286505277722e-08 1.70442981312677e-07 2.3038432496611e-07 1.65145029931266e-07 3.28657256265975e-08 3.18687083081475e-08
"55" 16143 9.20926017691786e-09 2.0506530557703e-08 5.32796677169306e-08 1.72218691545622e-07 2.34328009401682e-07 1.67312813270406e-07 3.34272274913212e-08 3.20519380592482e-08
"56" 16144 9.24083166805721e-09 2.0539923916514e-08 5.3523325473009e-08 1.74900919504887e-07 2.37881614948094e-07 1.69077717026184e-07 3.3980420613515e-08 3.22207083367182e-08
"57" 16145 9.27240315919657e-09 2.05733172753251e-08 5.37669832290875e-08 1.77583147464152e-07 2.41435220494507e-07 1.70842620781962e-07 3.45336137357089e-08 3.23894786141882e-08
"58" 16146 9.30397465033593e-09 2.06067106341361e-08 5.4010640985166e-08 1.80265375423416e-07 2.44988826040919e-07 1.72607524537739e-07 3.50868068579028e-08 3.25582488916582e-08
"59" 16147 9.33554614147528e-09 2.06401039929471e-08 5.42542987412445e-08 1.82947603382681e-07 2.48542431587332e-07 1.74372428293517e-07 3.56399999800966e-08 3.27270191691281e-08
"60" 16148 9.36711763261464e-09 2.06734973517581e-08 5.4497956497323e-08 1.85629831341946e-07 2.52096037133745e-07 1.76137332049295e-07 3.61931931022905e-08 3.28957894465981e-08
"61" 16149 9.39868912375400e-09 2.07068907105691e-08 5.47416142534015e-08 1.8831205930121e-07 2.55649642680157e-07 1.77902235805073e-07 3.67463862244844e-08 3.30645597240681e-08
"62" 16150 9.43026061489335e-09 2.07402840693801e-08 5.498527200948e-08 1.90994287260475e-07 2.5920324822657e-07 1.79667139560851e-07 3.72995793466782e-08 3.32333300015381e-08
"63" 16151 9.46183210603271e-09 2.07736774281912e-08 5.52289297655585e-08 1.9367651521974e-07 2.62756853772982e-07 1.81432043316629e-07 3.78527724688721e-08 3.3402100279008e-08
"64" 16152 9.49340359717206e-09 2.08070707870022e-08 5.5472587521637e-08 1.96358743179005e-07 2.66310459319395e-07 1.83196947072406e-07 3.8405965591066e-08 3.3570870556478e-08
"65" 16153 9.45405211583115e-09 2.07219667751272e-08 5.5376625670309e-08 1.9789667810669e-07 2.66232982103698e-07 1.82642366567868e-07 3.84055958118296e-08 3.36471994338679e-08
