time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
38623,3.57543181104869e-8,5.483191559009818e-9,2.3386018612515098e-8,1.3089284118724424e-8,5.129846268515253e-9,3.251546690062823e-8,8.326926052929488e-9,2.1880495100095536e-7,0
38624,3.5707270461323985e-8,5.489335341289727e-9,2.3314589597045703e-8,1.3058424632468293e-8,5.12773135109523e-9,3.2524093150245884e-8,8.344006605851797e-9,2.1881758624112386e-7,0
38625,3.566022281216108e-8,5.495479123569635e-9,2.3243160581576305e-8,1.3027565146212162e-8,5.125616433675207e-9,3.253271939986354e-8,8.361087158774105e-9,2.1883022148129237e-7,0
38626,3.5613175162998165e-8,5.501622905849543e-9,2.317173156610691e-8,1.299670565995603e-8,5.123501516255184e-9,3.2541345649481194e-8,8.378167711696414e-9,2.1884285672146087e-7,0
38627,3.556612751383526e-8,5.5077666881294525e-9,2.3100302550637513e-8,1.2965846173699899e-8,5.121386598835161e-9,3.254997189909885e-8,8.395248264618724e-9,2.1885549196162938e-7,0
38628,3.5519079864672346e-8,5.513910470409361e-9,2.3028873535168118e-8,1.2934986687443768e-8,5.119271681415138e-9,3.2558598148716504e-8,8.412328817541033e-9,2.188681272017979e-7,0
38629,3.547203221550944e-8,5.520054252689269e-9,2.295744451969872e-8,1.2904127201187636e-8,5.117156763995115e-9,3.2567224398334166e-8,8.429409370463343e-9,2.188807624419664e-7,0
38630,3.553502953197072e-8,5.4867945692188405e-9,2.305346607380807e-8,1.2902867815051846e-8,5.132565386769849e-9,3.25813337849555e-8,8.384943021985819e-9,2.1870389939416856e-7,0
38631,3.5163124562679767e-8,5.498214945447778e-9,2.3118412710547314e-8,1.2890225320916541e-8,5.1387085957523815e-9,3.2502022597462805e-8,8.20200964417189e-9,2.1904856569473092e-7,0
38632,3.479121959338881e-8,5.509635321676716e-9,2.3183359347286558e-8,1.2877582826781237e-8,5.144851804734914e-9,3.242271140997011e-8,8.01907626635796e-9,2.1939323199529326e-7,0
38633,3.441931462409785e-8,5.521055697905655e-9,2.3248305984025798e-8,1.2864940332645932e-8,5.1509950137174465e-9,3.2343400222477415e-8,7.83614288854403e-9,2.197378982958556e-7,0
38634,3.4595547699979066e-8,5.5290622052598705e-9,2.3197129423760916e-8,1.2800999906901262e-8,5.179270445900793e-9,3.2339121598860676e-8,7.819845643136523e-9,2.2234017324124317e-7,0
38635,3.4771780775860274e-8,5.537068712614086e-9,2.314595286349603e-8,1.273705948115659e-8,5.20754587808414e-9,3.233484297524394e-8,7.803548397729015e-9,2.2494244818663075e-7,0
38636,3.451329728703921e-8,5.525019265364406e-9,2.3014021084947783e-8,1.2649365765630727e-8,5.214408516773843e-9,3.233484297524394e-8,7.7881643721417e-9,2.2524050775831208e-7,0
38637,3.4254813798218135e-8,5.512969818114727e-9,2.2882089306399532e-8,1.2561672050104862e-8,5.221271155463546e-9,3.233484297524394e-8,7.772780346554386e-9,2.2553856732999343e-7,0
38638,3.399633030939706e-8,5.500920370865046e-9,2.2750157527851285e-8,1.2473978334578998e-8,5.2281337941532486e-9,3.233484297524394e-8,7.75739632096707e-9,2.2583662690167476e-7,0
38639,3.373784682057599e-8,5.488870923615366e-9,2.2618225749303034e-8,1.2386284619053135e-8,5.2349964328429505e-9,3.233484297524394e-8,7.742012295379756e-9,2.261346864733561e-7,0
38640,3.347936333175492e-8,5.4768214763656865e-9,2.2486293970754783e-8,1.229859090352727e-8,5.241859071532653e-9,3.233484297524394e-8,7.72662826979244e-9,2.2643274604503746e-7,0
38641,3.3220879842933845e-8,5.464772029116006e-9,2.2354362192206535e-8,1.2210897188001406e-8,5.248721710222356e-9,3.233484297524394e-8,7.711244244205126e-9,2.267308056167188e-7,0
38642,3.296239635411277e-8,5.452722581866327e-9,2.2222430413658284e-8,1.2123203472475543e-8,5.255584348912059e-9,3.233484297524394e-8,7.69586021861781e-9,2.2702886518840014e-7,0
38643,3.27039128652917e-8,5.4406731346166465e-9,2.2090498635110037e-8,1.2035509756949678e-8,5.262446987601762e-9,3.233484297524394e-8,7.680476193030497e-9,2.2732692476008147e-7,0
38644,3.2445429376470634e-8,5.428623687366967e-9,2.1958566856561786e-8,1.1947816041423814e-8,5.2693096262914644e-9,3.233484297524394e-8,7.665092167443181e-9,2.2762498433176282e-7,0
38645,3.218694588764956e-8,5.416574240117287e-9,2.1826635078013535e-8,1.186012232589795e-8,5.276172264981167e-9,3.233484297524394e-8,7.649708141855865e-9,2.2792304390344414e-7,0
38646,3.192846239882849e-8,5.404524792867607e-9,2.1694703299465287e-8,1.1772428610372086e-8,5.28303490367087e-9,3.233484297524394e-8,7.634324116268551e-9,2.282211034751255e-7,0
38647,3.1669978910007416e-8,5.392475345617927e-9,2.1562771520917036e-8,1.1684734894846221e-8,5.289897542360573e-9,3.233484297524394e-8,7.618940090681236e-9,2.2851916304680682e-7,0
38648,3.1411495421186344e-8,5.380425898368247e-9,2.143083974236879e-8,1.1597041179320358e-8,5.2967601810502756e-9,3.233484297524394e-8,7.603556065093922e-9,2.2881722261848817e-7,0
38649,3.115301193236527e-8,5.368376451118567e-9,2.1298907963820538e-8,1.1509347463794494e-8,5.303622819739978e-9,3.233484297524394e-8,7.588172039506606e-9,2.2911528219016953e-7,0
38650,3.08945284435442e-8,5.356327003868887e-9,2.1166976185272287e-8,1.142165374826863e-8,5.310485458429681e-9,3.233484297524394e-8,7.572788013919292e-9,2.2941334176185085e-7,0
38651,3.079195015754502e-8,5.3362710492649914e-9,2.107698316117036e-8,1.1413648691707773e-8,5.31942942399315e-9,3.232500906495374e-8,7.502347842823954e-9,2.2959668860017236e-7,0
38652,3.068937187154583e-8,5.316215094661095e-9,2.098699013706843e-8,1.1405643635146918e-8,5.32837338955662e-9,3.231517515466355e-8,7.431907671728618e-9,2.297800354384939e-7,0
