"time" "channel1" "channel2" "channel3" "channel4" "channel5" "channel6" "channel7" "channel8"
"1" 28345 6.00893536370268e-09 9.39994812119273e-10 8.52845281906563e-10 1.38149734067966e-09 1.74659684354095e-08 1.1282742267777e-08 1.19473989101676e-08 1.25247493607586e-07
"2" 28346 6.75445521370329e-09 9.45056277356258e-10 8.52812025259902e-10 1.38842797111364e-09 1.74897529580945e-08 1.12820473551747e-08 1.19392773988156e-08 1.2529078609931e-07
"3" 28347 7.49997506370391e-09 9.50117742593243e-10 8.52778768613241e-10 1.39535860154762e-09 1.75135374807795e-08 1.12813524425724e-08 1.19311558874636e-08 1.25334078591035e-07
"4" 28348 7.49997506370391e-09 9.49344549704048e-10 8.52778768613241e-10 1.39930474574046e-09 1.75930267256508e-08 1.12806575299701e-08 1.19106399168685e-08 1.25489852595219e-07
"5" 28349 7.49997506370391e-09 9.48571356814854e-10 8.52778768613241e-10 1.4032508899333e-09 1.76725159705221e-08 1.12799626173678e-08 1.18901239462734e-08 1.25645626599403e-07
"6" 28350 7.49997506370391e-09 9.47798163925659e-10 8.52778768613241e-10 1.40719703412613e-09 1.77520052153934e-08 1.12792677047655e-08 1.18696079756784e-08 1.25801400603587e-07
"7" 28351 7.49997506370391e-09 9.47024971036465e-10 8.52778768613241e-10 1.41114317831897e-09 1.78314944602647e-08 1.12785727921632e-08 1.18490920050833e-08 1.25957174607771e-07
"8" 28352 7.49997506370391e-09 9.4625177814727e-10 8.52778768613241e-10 1.4150893225118e-09 1.7910983705136e-08 1.12778778795609e-08 1.18285760344882e-08 1.26112948611954e-07
"9" 28353 7.49997506370391e-09 9.45478585258076e-10 8.52778768613241e-10 1.41903546670464e-09 1.79904729500073e-08 1.12771829669586e-08 1.18080600638931e-08 1.26268722616138e-07
"10" 28354 7.49997506370391e-09 9.44705392368881e-10 8.52778768613241e-10 1.42298161089748e-09 1.80699621948786e-08 1.12764880543563e-08 1.17875440932981e-08 1.26424496620322e-07
"11" 28355 7.49997506370391e-09 9.43932199479687e-10 8.52778768613241e-10 1.42692775509031e-09 1.81494514397499e-08 1.1275793141754e-08 1.1767028122703e-08 1.26580270624506e-07
"12" 28356 7.49997506370391e-09 9.43159006590492e-10 8.52778768613241e-10 1.43087389928315e-09 1.82289406846212e-08 1.12750982291517e-08 1.17465121521079e-08 1.2673604462869e-07
"13" 28357 7.49997506370391e-09 9.42385813701298e-10 8.52778768613241e-10 1.43482004347598e-09 1.83084299294925e-08 1.12744033165494e-08 1.17259961815128e-08 1.26891818632874e-07
"14" 28358 7.49997506370391e-09 9.41612620812103e-10 8.52778768613241e-10 1.43876618766882e-09 1.83879191743638e-08 1.1273708403947e-08 1.17054802109178e-08 1.27047592637058e-07
"15" 28359 7.49997506370391e-09 9.40839427922909e-10 8.52778768613241e-10 1.44271233186165e-09 1.84674084192351e-08 1.12730134913447e-08 1.16849642403227e-08 1.27203366641242e-07
"16" 28360 7.49997506370391e-09 9.40066235033714e-10 8.52778768613241e-10 1.44665847605449e-09 1.85468976641064e-08 1.12723185787424e-08 1.16644482697276e-08 1.27359140645426e-07
"17" 28361 7.49997506370391e-09 9.3929304214452e-10 8.52778768613241e-10 1.45060462024733e-09 1.86263869089777e-08 1.12716236661401e-08 1.16439322991326e-08 1.2751491464961e-07
"18" 28362 7.48751104881214e-09 9.3345838401834e-10 8.49121261850841e-10 1.45577570686077e-09 1.87057983403785e-08 1.12781831050719e-08 1.132360669306e-08 1.27122775452032e-07
"19" 28363 7.47504703392037e-09 9.27623725892161e-10 8.45463755088442e-10 1.46094679347421e-09 1.87852097717794e-08 1.12847425440036e-08 1.10032810869873e-08 1.26730636254454e-07
"20" 28364 7.47763279453819e-09 9.27673852318929e-10 8.39578487621941e-10 1.46489293766705e-09 1.88232600839669e-08 1.12847425440036e-08 1.09941992537445e-08 1.26567787631112e-07
"21" 28365 7.48021855515601e-09 9.27723978745697e-10 8.33693220155441e-10 1.46883908185988e-09 1.88613103961544e-08 1.12847425440036e-08 1.09851174205016e-08 1.2640493900777e-07
"22" 28366 7.48280431577384e-09 9.27774105172465e-10 8.27807952688941e-10 1.47278522605272e-09 1.88993607083419e-08 1.12847425440036e-08 1.09760355872587e-08 1.26242090384428e-07
"23" 28367 7.48539007639166e-09 9.27824231599233e-10 8.2192268522244e-10 1.47673137024555e-09 1.89374110205294e-08 1.12847425440036e-08 1.09669537540159e-08 1.26079241761085e-07
"24" 28368 7.5168163358141e-09 9.28547298061659e-10 8.2192268522244e-10 1.47559418931459e-09 1.91041750264712e-08 1.12763039113701e-08 1.10006159514786e-08 1.25781593936418e-07
"25" 28369 7.54824259523655e-09 9.29270364524086e-10 8.2192268522244e-10 1.47445700838362e-09 1.9270939032413e-08 1.12678652787366e-08 1.10342781489413e-08 1.2548394611175e-07
"26" 28370 7.56125858031903e-09 9.29046051178866e-10 8.15771412874006e-10 1.47445700838362e-09 1.95347086523857e-08 1.12710492646149e-08 1.16518541418277e-08 1.26868201584609e-07
"27" 28371 7.57427456540151e-09 9.28821737833647e-10 8.09620140525572e-10 1.47445700838362e-09 1.97984782723585e-08 1.12742332504932e-08 1.2269430134714e-08 1.28252457057469e-07
"28" 28372 7.58729055048399e-09 9.28597424488427e-10 8.03468868177137e-10 1.47445700838362e-09 2.00622478923313e-08 1.12774172363715e-08 1.28870061276004e-08 1.29636712530328e-07
"29" 28373 7.60030653556647e-09 9.28373111143208e-10 7.97317595828703e-10 1.47445700838362e-09 2.03260175123041e-08 1.12806012222499e-08 1.35045821204867e-08 1.31020968003187e-07
"30" 28374 7.61332252064894e-09 9.28148797797989e-10 7.91166323480269e-10 1.47445700838362e-09 2.05897871322769e-08 1.12837852081282e-08 1.41221581133731e-08 1.32405223476047e-07
"31" 28375 7.62633850573142e-09 9.27924484452769e-10 7.85015051131834e-10 1.47445700838362e-09 2.08535567522497e-08 1.12869691940065e-08 1.47397341062595e-08 1.33789478948906e-07
"32" 28376 7.6393544908139e-09 9.2770017110755e-10 7.788637787834e-10 1.47445700838362e-09 2.11173263722225e-08 1.12901531798848e-08 1.53573100991458e-08 1.35173734421765e-07
"33" 28377 7.65237047589638e-09 9.2747585776233e-10 7.72712506434966e-10 1.47445700838362e-09 2.13810959921953e-08 1.12933371657631e-08 1.59748860920322e-08 1.36557989894624e-07
"34" 28378 7.66416137368418e-09 9.25306658375051e-10 7.68655968203987e-10 1.47636425936281e-09 2.1630861618151e-08 1.130515125145e-08 1.65981569234741e-08 1.37711569024517e-07
"35" 28379 7.67595227147199e-09 9.23137458987772e-10 7.64599429973009e-10 1.478271510342e-09 2.18806272441068e-08 1.13169653371369e-08 1.7221427754916e-08 1.3886514815441e-07
"36" 28380 7.68774316925979e-09 9.20968259600492e-10 7.60542891742031e-10 1.48017876132118e-09 2.21303928700626e-08 1.13287794228238e-08 1.7844698586358e-08 1.40018727284303e-07
"37" 28381 7.73698895487322e-09 9.25158790245221e-10 7.56486353511053e-10 1.48208601230037e-09 2.20742601737888e-08 1.13296611102912e-08 1.78475795520305e-08 1.39370376305308e-07
"38" 28382 7.78623474048665e-09 9.29349320889949e-10 7.52429815280075e-10 1.48399326327956e-09 2.2018127477515e-08 1.13305427977585e-08 1.78504605177031e-08 1.38722025326314e-07
"39" 28383 7.83317075057761e-09 9.35434611149969e-10 7.52163810398141e-10 1.48004711908672e-09 2.19459957747554e-08 1.1319610399539e-08 1.77587125766855e-08 1.38680674404625e-07
"40" 28384 7.88010676066857e-09 9.41519901409989e-10 7.51897805516206e-10 1.47610097489389e-09 2.18738640719958e-08 1.13086780013195e-08 1.76669646356679e-08 1.38639323482936e-07
"41" 28385 7.92704277075953e-09 9.47605191670009e-10 7.51631800634272e-10 1.47215483070105e-09 2.18017323692361e-08 1.12977456031e-08 1.75752166946503e-08 1.38597972561247e-07
"42" 28386 7.97397878085049e-09 9.53690481930029e-10 7.51365795752338e-10 1.46820868650822e-09 2.17296006664765e-08 1.12868132048804e-08 1.74834687536328e-08 1.38556621639558e-07
"43" 28387 8.02091479094145e-09 9.59775772190049e-10 7.51099790870404e-10 1.46426254231538e-09 2.16574689637169e-08 1.12758808066609e-08 1.73917208126152e-08 1.3851527071787e-07
"44" 28388 8.06785080103242e-09 9.65861062450069e-10 7.5083378598847e-10 1.46031639812254e-09 2.15853372609573e-08 1.12649484084414e-08 1.72999728715976e-08 1.38473919796181e-07
"45" 28389 8.11478681112338e-09 9.71946352710089e-10 7.50567781106536e-10 1.45637025392971e-09 2.15132055581976e-08 1.12540160102218e-08 1.720822493058e-08 1.38432568874492e-07
"46" 28390 8.15487586360191e-09 9.78031642970109e-10 7.56619331806342e-10 1.45047297801287e-09 2.14659372150483e-08 1.12442725854118e-08 1.71307249997976e-08 1.3841032484604e-07
"47" 28391 8.19496491608045e-09 9.84116933230129e-10 7.62670882506148e-10 1.44457570209602e-09 2.14186688718989e-08 1.12345291606018e-08 1.70532250690152e-08 1.38388080817588e-07
