time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
54751,6.2648720684652065e-9,1.0563622442435855e-9,4.826266559369907e-9,8.615013130467314e-9,3.210774508109821e-8,3.448938621802592e-9,3.98692342514781e-10,5.651949035452008e-10,0
54752,6.261920839231623e-9,1.0459806062034579e-9,4.8130495857664525e-9,8.659770883581083e-9,3.204351197620608e-8,3.4276944057877967e-9,3.9961031732788455e-10,5.663344033219161e-10,0
54753,6.258969609998038e-9,1.0355989681633304e-9,4.799832612162997e-9,8.70452863669485e-9,3.197927887131395e-8,3.4064501897730016e-9,4.005282921409881e-10,5.674739030986314e-10,0
54754,6.2493006752367595e-9,1.0375126654929608e-9,4.81090786050172e-9,8.748742723794833e-9,3.2198274570954095e-8,3.3937695153484684e-9,4.0075475232404556e-10,5.682930295455925e-10,0
54755,6.245578943865793e-9,1.0375126654929608e-9,4.812125403935051e-9,8.75296202447024e-9,3.2195629605281866e-8,3.382627469574428e-9,4.022847103458848e-10,5.682930295455925e-10,0
54756,6.286163660986934e-9,1.0375939806321584e-9,4.811406613618927e-9,8.760124219697442e-9,3.220398661953649e-8,3.4067177394573433e-9,4.025111705289423e-10,5.68828168907951e-10,0
54757,6.27131456951924e-9,1.037675295771356e-9,4.81655550327054e-9,8.792992301281659e-9,3.219919544130924e-8,3.39287008160291e-9,4.0193288599042487e-10,5.68828168907951e-10,0
54758,6.256465478051547e-9,1.0377566109105535e-9,4.821704392922152e-9,8.825860382865876e-9,3.219440426308199e-8,3.379022423748476e-9,4.0135460145190746e-10,5.68828168907951e-10,0
54759,6.241616386583853e-9,1.037837926049751e-9,4.826853282573765e-9,8.858728464450091e-9,3.218961308485474e-8,3.3651747658940423e-9,4.007763169133901e-10,5.68828168907951e-10,0
54760,6.22676729511616e-9,1.0379192411889487e-9,4.8320021722253775e-9,8.891596546034308e-9,3.2184821906627485e-8,3.3513271080396084e-9,4.001980323748727e-10,5.68828168907951e-10,0
54761,6.211918203648466e-9,1.0380005563281462e-9,4.837151061876991e-9,8.924464627618525e-9,3.2180030728400236e-8,3.337479450185175e-9,3.9961974783635534e-10,5.68828168907951e-10,0
54762,6.197069112180773e-9,1.0380818714673438e-9,4.842299951528603e-9,8.957332709202742e-9,3.217523955017298e-8,3.323631792330741e-9,3.9904146329783793e-10,5.68828168907951e-10,0
54763,6.182220020713079e-9,1.0381631866065414e-9,4.847448841180216e-9,8.99020079078696e-9,3.217044837194573e-8,3.3097841344763074e-9,3.984631787593205e-10,5.68828168907951e-10,0
54764,6.167370929245386e-9,1.038244501745739e-9,4.8525977308318285e-9,9.023068872371175e-9,3.216565719371848e-8,3.2959364766218735e-9,3.9788489422080317e-10,5.68828168907951e-10,0
54765,6.152521837777692e-9,1.0383258168849365e-9,4.857746620483441e-9,9.055936953955391e-9,3.216086601549123e-8,3.2820888187674396e-9,3.9730660968228576e-10,5.68828168907951e-10,0
54766,6.1376727463099986e-9,1.038407132024134e-9,4.862895510135054e-9,9.088805035539608e-9,3.2156074837263975e-8,3.268241160913006e-9,3.967283251437684e-10,5.68828168907951e-10,0
54767,6.132303419522724e-9,1.0224118058449227e-9,4.868044399786667e-9,9.122261696034185e-9,3.207151257163191e-8,3.261428094467595e-9,3.9592358042219354e-10,5.671171435237258e-10,0
54768,6.126934092735448e-9,1.0064164796657113e-9,4.87319328943828e-9,9.155718356528761e-9,3.198695030599984e-8,3.254615028022184e-9,3.9511883570061873e-10,5.654061181395005e-10,0
54769,6.1215647659481725e-9,9.904211534864996e-10,4.878342179089892e-9,9.189175017023337e-9,3.190238804036777e-8,3.247801961576773e-9,3.9431409097904387e-10,5.636950927552753e-10,0
54770,6.116195439160898e-9,9.744258273072882e-10,4.883491068741505e-9,9.222631677517914e-9,3.181782577473571e-8,3.2409888951313622e-9,3.9350934625746906e-10,5.619840673710501e-10,0
54771,6.110826112373622e-9,9.584305011280766e-10,4.888639958393117e-9,9.25608833801249e-9,3.173326350910364e-8,3.234175828685951e-9,3.927046015358942e-10,5.602730419868248e-10,0
54772,6.105456785586347e-9,9.424351749488652e-10,4.89378884804473e-9,9.289544998507066e-9,3.164870124347157e-8,3.22736276224054e-9,3.918998568143194e-10,5.585620166025996e-10,0
