"..Data.clean_EMG_data_for_gestures.master.01.01_gesture_1_1_1_clean.txt.Comp.1" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_1_1_1_clean.txt.Comp.2" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_1_1_1_clean.txt.Comp.3" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_1_1_1_clean.txt.Comp.4" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_1_1_1_clean.txt.Comp.5" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_1_1_1_clean.txt.Comp.6" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_1_1_1_clean.txt.Comp.7" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_1_1_1_clean.txt.Comp.8"
"11000" -1.59651673436056 0.185482787317672 0.0326599332353511 -0.336258005471878 -0.0636528137691909 -0.0967377499403008 0.00805033314808787 0.0282903796649628
"2" -1.596735822027 0.185374129797028 0.0322996930121199 -0.336282212088002 -0.0634433501150773 -0.0965760747884503 0.00806731428132962 0.0284073107624599
"3" -1.59695490969345 0.185265472276385 0.0319394527888888 -0.336306418704127 -0.0632338864609637 -0.0964143996366 0.00808429541457142 0.028524241859957
"4" -1.59717399735989 0.185156814755741 0.0315792125656577 -0.336330625320252 -0.0630244228068499 -0.0962527244847495 0.00810127654781317 0.0286411729574541
"5" -1.59739308502633 0.185048157235098 0.0312189723424267 -0.336354831936377 -0.0628149591527364 -0.0960910493328992 0.00811825768105504 0.0287581040549513
"6" -1.59761217269277 0.184939499714455 0.0308587321191955 -0.336379038552502 -0.0626054954986228 -0.0959293741810489 0.00813523881429673 0.0288750351524485
"7" -1.59783126035921 0.184830842193812 0.0304984918959643 -0.336403245168627 -0.0623960318445091 -0.0957676990291984 0.00815221994753831 0.0289919662499457
"8" -1.59806484936884 0.184733722945065 0.0301173879403963 -0.336396764365863 -0.0621701299660634 -0.0956183325689706 0.0081494900437728 0.029126299253089
"9" -1.59829843837847 0.184636603696318 0.0297362839848281 -0.336390283563099 -0.0619442280876175 -0.0954689661087428 0.00814676014000715 0.0292606322562322
"10" -1.5985320273881 0.184539484447571 0.0293551800292598 -0.336383802760336 -0.0617183262091716 -0.0953195996485151 0.00814403023624144 0.0293949652593754
"11" -1.59876561639773 0.184442365198824 0.0289740760736915 -0.336377321957572 -0.0614924243307258 -0.0951702331882872 0.00814130033247559 0.0295292982625185
"12" -1.59899920540736 0.184345245950077 0.0285929721181233 -0.336370841154808 -0.0612665224522798 -0.0950208667280593 0.00813857042871002 0.0296636312656618
"13" -1.59923279441699 0.18424812670133 0.0282118681625553 -0.336364360352045 -0.0610406205738339 -0.0948715002678317 0.00813584052494434 0.0297979642688051
"14" -1.59946638342662 0.184151007452582 0.027830764206987 -0.336357879549281 -0.0608147186953881 -0.0947221338076039 0.00813311062117864 0.0299322972719483
"15" -1.59946534144407 0.184161491424788 0.0278280024483524 -0.336342068168632 -0.0608169582280387 -0.0947334138464631 0.00812440087634625 0.0299391704452915
"16" -1.59948583402342 0.184131021891973 0.0278039925067067 -0.336363245625058 -0.0608009561293179 -0.0947157604614624 0.00814962607834085 0.029941533167418
"17" -1.59950632660276 0.184100552359159 0.027779982565061 -0.336384423081483 -0.0607849540305974 -0.0946981070764619 0.00817485128033546 0.0299438958895446
"18" -1.5995268191821 0.184070082826344 0.0277559726234154 -0.336405600537909 -0.0607689519318765 -0.0946804536914612 0.00820007648233009 0.0299462586116712
"19" -1.59954731176144 0.184039613293529 0.0277319626817699 -0.336426777994335 -0.0607529498331559 -0.0946628003064607 0.00822530168432473 0.0299486213337978
"20" -1.59956780434078 0.184009143760714 0.0277079527401241 -0.33644795545076 -0.060736947734435 -0.0946451469214601 0.00825052688631941 0.0299509840559244
"21" -1.59958829692013 0.183978674227899 0.0276839427984785 -0.336469132907186 -0.0607209456357143 -0.0946274935364596 0.00827575208831399 0.029953346778051
"22" -1.59960878949947 0.183948204695084 0.0276599328568327 -0.336490310363611 -0.0607049435369937 -0.0946098401514589 0.00830097729030863 0.0299557095001775
"23" -1.59963062045173 0.183910304940709 0.0276294052554523 -0.336517893007681 -0.0606791746210687 -0.0945779539309676 0.00832745181347411 0.0299512898634832
"24" -1.59965245140399 0.183872405186335 0.0275988776540717 -0.336545475651751 -0.0606534057051438 -0.0945460677104761 0.00835392633663953 0.0299468702267889
"25" -1.59967428235625 0.18383450543196 0.0275683500526913 -0.336573058295821 -0.0606276367892187 -0.0945141814899848 0.00838040085980488 0.0299424505900945
"26" -1.59969611330851 0.183796605677585 0.0275378224513109 -0.336600640939891 -0.0606018678732937 -0.0944822952694933 0.00840687538297016 0.0299380309534002
"27" -1.59971794426077 0.183758705923211 0.0275072948499303 -0.336628223583961 -0.0605760989573688 -0.0944504090490019 0.00843334990613565 0.0299336113167059
"28" -1.59973977521303 0.183720806168836 0.0274767672485497 -0.336655806228031 -0.0605503300414438 -0.0944185228285106 0.00845982442930099 0.0299291916800115
"29" -1.59978743593089 0.183720465840978 0.0274105509961614 -0.336635649955595 -0.0604992149425188 -0.0943963165775439 0.00843446103143733 0.0299552419111901
"30" -1.59983509664876 0.183720125513119 0.0273443347437729 -0.33661549368316 -0.0604480998435937 -0.0943741103265772 0.00840909763357359 0.0299812921423689
"31" -1.59988275736662 0.183719785185261 0.0272781184913843 -0.336595337410724 -0.0603969847446686 -0.0943519040756106 0.00838373423570996 0.0300073423735475
"32" -1.59993041808448 0.183719444857402 0.027211902238996 -0.336575181138288 -0.0603458696457436 -0.0943296978246438 0.00835837083784624 0.0300333926047262
"33" -1.59997807880234 0.183719104529543 0.0271456859866075 -0.336555024865852 -0.0602947545468185 -0.0943074915736773 0.00833300743998269 0.0300594428359049
"34" -1.60002573952021 0.183718764201685 0.0270794697342191 -0.336534868593416 -0.0602436394478935 -0.0942852853227106 0.00830764404211898 0.0300854930670836
"35" -1.60007340023807 0.183718423873826 0.0270132534818307 -0.336514712320981 -0.0601925243489684 -0.0942630790717439 0.00828228064425529 0.0301115432982623
"36" -1.6001101655319 0.183728223591648 0.0269677721192881 -0.336500049499105 -0.0601475059553901 -0.0942505839421505 0.00826458720787632 0.0301368250650397
"37" -1.60016991661703 0.183784406686167 0.0269042918520611 -0.33644046164829 -0.0601009156020675 -0.0942701415816931 0.00822624119969884 0.0301653601170525
"38" -1.60022966770216 0.183840589780687 0.0268408115848339 -0.336380873797476 -0.0600543252487447 -0.0942896992212356 0.00818789519152141 0.0301938951690654
"39" -1.60028941878728 0.183896772875207 0.0267773313176068 -0.336321285946661 -0.060007734895422 -0.0943092568607781 0.0081495491833441 0.0302224302210782
"40" -1.60034916987241 0.183952955969727 0.0267138510503797 -0.336261698095847 -0.0599611445420993 -0.0943288145003207 0.00811120317516667 0.030250965273091
