time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
53400,2.096011296282339e-7,1.404494462520411e-8,7.422178457423846e-9,1.491003628311643e-8,7.736526797268479e-8,4.807502601283623e-8,2.576115719138451e-8,6.620862911145589e-8,6
53401,2.092997555856463e-7,1.4255234722475225e-8,7.420562255191098e-9,1.4885648924679517e-8,7.744341754807934e-8,4.809498482002655e-8,2.577043525532956e-8,6.625863030835322e-8,6
53402,2.0899838154305867e-7,1.4465524819746337e-8,7.418946052958349e-9,1.4861261566242604e-8,7.752156712347391e-8,4.811494362721687e-8,2.577971331927461e-8,6.630863150525056e-8,6
53403,2.0869700750047106e-7,1.4675814917017452e-8,7.4173298507256e-9,1.4836874207805694e-8,7.759971669886847e-8,4.813490243440719e-8,2.5788991383219663e-8,6.63586327021479e-8,6
53404,2.0839563345788346e-7,1.4886105014288566e-8,7.415713648492851e-9,1.4812486849368781e-8,7.767786627426303e-8,4.815486124159751e-8,2.579826944716471e-8,6.640863389904525e-8,6
53405,2.079162804477355e-7,1.4891103937080961e-8,7.409287828659254e-9,1.4762004664064291e-8,7.76293249190617e-8,4.816273287344734e-8,2.5845669561862562e-8,6.658900388999102e-8,6
53406,2.0691735943181258e-7,1.4971090432348375e-8,7.405324788316175e-9,1.4701439295949078e-8,7.755067315751971e-8,4.8227063343065e-8,2.584407417987e-8,6.664235009296854e-8,6
53407,2.059184384158897e-7,1.505107692761579e-8,7.4013617479730956e-9,1.4640873927833863e-8,7.747202139597772e-8,4.829139381268266e-8,2.584247879787744e-8,6.669569629594609e-8,6
53408,2.0491951739996677e-7,1.5131063422883203e-8,7.397398707630017e-9,1.4580308559718648e-8,7.739336963443574e-8,4.835572428230032e-8,2.5840883415884878e-8,6.674904249892361e-8,6
53409,2.0392059638404387e-7,1.521104991815062e-8,7.393435667286938e-9,1.4519743191603435e-8,7.731471787289374e-8,4.842005475191798e-8,2.5839288033892316e-8,6.680238870190115e-8,6
53410,2.0292167536812095e-7,1.5291036413418034e-8,7.3894726269438584e-9,1.445917782348822e-8,7.723606611135176e-8,4.8484385221535644e-8,2.5837692651899754e-8,6.685573490487868e-8,6
53411,2.024258158201822e-7,1.535687865986155e-8,7.380935853261246e-9,1.4413321990594452e-8,7.717973335861356e-8,4.843552040205241e-8,2.583483953287633e-8,6.658631110635821e-8,6
53412,2.0225775191465776e-7,1.544849741177431e-8,7.385188747054794e-9,1.4407705495421634e-8,7.710729691397334e-8,4.840870483425075e-8,2.5705380536247582e-8,6.654657271569616e-8,6
53413,2.0211858032039362e-7,1.5535790598905855e-8,7.363626421634706e-9,1.4406332083481235e-8,7.708859749149075e-8,4.843747638101207e-8,2.5699655729637547e-8,6.660421706806611e-8,6
53414,2.0197940872612949e-7,1.56230837860374e-8,7.342064096214618e-9,1.4404958671540837e-8,7.706989806900815e-8,4.846624792777338e-8,2.569393092302751e-8,6.666186142043607e-8,6
53415,2.0184023713186532e-7,1.571037697316895e-8,7.3205017707945305e-9,1.4403585259600437e-8,7.705119864652555e-8,4.849501947453469e-8,2.5688206116417476e-8,6.671950577280602e-8,6
53416,2.0170106553760118e-7,1.5797670160300493e-8,7.298939445374443e-9,1.440221184766004e-8,7.703249922404295e-8,4.8523791021296004e-8,2.568248130980744e-8,6.677715012517596e-8,6
53417,2.0156189394333702e-7,1.5884963347432038e-8,7.277377119954356e-9,1.440083843571964e-8,7.701379980156036e-8,4.8552562568057316e-8,2.5676756503197406e-8,6.683479447754592e-8,6
53418,2.0142272234907288e-7,1.5972256534563586e-8,7.255814794534268e-9,1.439946502377924e-8,7.699510037907775e-8,4.8581334114818635e-8,2.567103169658737e-8,6.689243882991587e-8,6
53419,2.0128355075480874e-7,1.605954972169513e-8,7.23425246911418e-9,1.4398091611838843e-8,7.697640095659516e-8,4.861010566157995e-8,2.5665306889977336e-8,6.695008318228583e-8,6
53420,2.0114437916054458e-7,1.614684290882668e-8,7.212690143694092e-9,1.4396718199898443e-8,7.695770153411255e-8,4.863887720834126e-8,2.56595820833673e-8,6.700772753465578e-8,6
53421,2.0100520756628044e-7,1.6234136095958224e-8,7.1911278182740045e-9,1.4395344787958045e-8,7.693900211162995e-8,4.866764875510257e-8,2.5653857276757262e-8,6.706537188702573e-8,6
53422,2.010600898837366e-7,1.6310465827807474e-8,7.195175813901754e-9,1.439209921096004e-8,7.693900211162995e-8,4.8640833187300916e-8,2.563931288228051e-8,6.711484556085793e-8,6
53423,2.0111497220119276e-7,1.6386795559656728e-8,7.199223809529504e-9,1.4388853633962034e-8,7.693900211162995e-8,4.8614017619499254e-8,2.562476848780375e-8,6.716431923469012e-8,6
53424,2.0161979341026694e-7,1.6483243186116036e-8,7.310998476973021e-9,1.4519187862325873e-8,7.714995596952764e-8,4.880112380196921e-8,2.5617925343842673e-8,6.731465853399045e-8,6
53425,2.021246146193411e-7,1.6579690812575347e-8,7.4227731444165385e-9,1.464952209068971e-8,7.736090982742533e-8,4.898822998443916e-8,2.561108219988159e-8,6.746499783329077e-8,6
53426,2.0262943582841527e-7,1.6676138439034657e-8,7.534547811860057e-9,1.4779856319053549e-8,7.757186368532301e-8,4.9175336166909116e-8,2.5604239055920512e-8,6.761533713259109e-8,6
53427,2.0313425703748942e-7,1.6772586065493965e-8,7.646322479303573e-9,1.4910190547417386e-8,7.77828175432207e-8,4.9362442349379065e-8,2.559739591195943e-8,6.776567643189142e-8,6
53428,2.0363907824656357e-7,1.6869033691953276e-8,7.758097146747092e-9,1.5040524775781223e-8,7.799377140111839e-8,4.954954853184902e-8,2.559055276799835e-8,6.791601573119174e-8,6
53429,2.0414389945563775e-7,1.6965481318412587e-8,7.869871814190608e-9,1.517085900414506e-8,7.820472525901607e-8,4.973665471431897e-8,2.5583709624037272e-8,6.806635503049206e-8,6
53430,2.046487206647119e-7,1.7061928944871898e-8,7.981646481634127e-9,1.53011932325089e-8,7.841567911691375e-8,4.992376089678893e-8,2.557686648007619e-8,6.821669432979238e-8,6
53431,2.050449003282847e-7,1.714788908592547e-8,8.067810828029807e-9,1.5435647696693933e-8,7.860793355232884e-8,5.013639454125783e-8,2.5581714611568444e-8,6.836234223119612e-8,6
53432,2.0544107999185752e-7,1.7233849226979044e-8,8.153975174425486e-9,1.557010216087897e-8,7.880018798774393e-8,5.034902818572674e-8,2.5586562743060694e-8,6.850799013259984e-8,6
53433,2.0583725965543031e-7,1.731980936803262e-8,8.240139520821166e-9,1.5704556625064004e-8,7.899244242315901e-8,5.056166183019565e-8,2.5591410874552947e-8,6.865363803400357e-8,6
53434,2.0623343931900314e-7,1.7405769509086193e-8,8.326303867216848e-9,1.5839011089249037e-8,7.91846968585741e-8,5.077429547466455e-8,2.55962590060452e-8,6.879928593540729e-8,6
53435,2.0646588648198115e-7,1.7383647488711046e-8,8.319619180028299e-9,1.5844236951771233e-8,7.956127417274624e-8,5.0713087610280704e-8,2.559913069363181e-8,6.88123386405041e-8,6
53436,2.0666115011716222e-7,1.7428514764343094e-8,8.334469833665261e-9,1.584398389347647e-8,7.959890750300184e-8,5.067708195381938e-8,2.574953732118325e-8,6.957513956414467e-8,6
53437,2.068564137523433e-7,1.7473382039975137e-8,8.349320487302224e-9,1.584373083518171e-8,7.963654083325744e-8,5.0641076297358044e-8,2.589994394873469e-8,7.033794048778523e-8,6
53438,2.0705167738752436e-7,1.7518249315607184e-8,8.364171140939186e-9,1.5843477776886944e-8,7.967417416351304e-8,5.060507064089672e-8,2.605035057628613e-8,7.11007414114258e-8,6
53439,2.073827167149951e-7,1.7563116591239228e-8,8.338208994249846e-9,1.5845725847650534e-8,7.967884052205081e-8,5.102862475893194e-8,2.6063157049178005e-8,7.117054646727117e-8,6
53440,2.077137560424658e-7,1.7607983866871272e-8,8.312246847560506e-9,1.5847973918414126e-8,7.968350688058858e-8,5.145217887696715e-8,2.6075963522069878e-8,7.124035152311653e-8,6
53441,2.080447953699365e-7,1.765285114250332e-8,8.286284700871167e-9,1.5850221989177716e-8,7.968817323912635e-8,5.187573299500237e-8,2.608876999496175e-8,7.13101565789619e-8,6
53442,2.0837583469740722e-7,1.7697718418135363e-8,8.260322554181827e-9,1.585247005994131e-8,7.969283959766411e-8,5.2299287113037585e-8,2.6101576467853627e-8,7.137996163480727e-8,6
53443,2.0870687402487792e-7,1.774258569376741e-8,8.234360407492486e-9,1.5854718130704898e-8,7.969750595620188e-8,5.2722841231072805e-8,2.61143829407455e-8,7.144976669065263e-8,6
53444,2.0903791335234866e-7,1.7787452969399454e-8,8.208398260803148e-9,1.5856966201468487e-8,7.970217231473965e-8,5.3146395349108026e-8,2.6127189413637373e-8,7.151957174649798e-8,6
53445,2.0936895267981936e-7,1.7832320245031497e-8,8.182436114113807e-9,1.585921427223208e-8,7.970683867327743e-8,5.356994946714324e-8,2.613999588652925e-8,7.158937680234335e-8,6
53446,2.0966637922618518e-7,1.789015738003499e-8,8.090464643882865e-9,1.5256885203272984e-8,7.912878724346476e-8,5.370989086402947e-8,2.6130878930739706e-8,7.165097880790806e-8,6
53447,2.1010069939804455e-7,1.795232691479189e-8,8.071187184382074e-9,1.5248175432402658e-8,7.893072191809588e-8,5.4141464065449174e-8,2.6025164978367516e-8,7.171258081347277e-8,6
53448,2.105350195699039e-7,1.8014496449548788e-8,8.051909724881283e-9,1.5239465661532332e-8,7.873265659272699e-8,5.457303726686888e-8,2.5919451025995326e-8,7.177418281903748e-8,6
53449,2.1096933974176327e-7,1.807666598430569e-8,8.032632265380491e-9,1.5230755890662007e-8,7.853459126735811e-8,5.5004610468288574e-8,2.5813737073623132e-8,7.183578482460218e-8,6
53450,2.1140365991362261e-7,1.813883551906259e-8,8.0133548058797e-9,1.522204611979168e-8,7.833652594198924e-8,5.543618366970828e-8,2.5708023121250942e-8,7.189738683016689e-8,6
53451,2.1183798008548198e-7,1.8201005053819488e-8,7.994077346378909e-9,1.5213336348921356e-8,7.813846061662035e-8,5.586775687112798e-8,2.560230916887875e-8,7.19589888357316e-8,6
53452,2.1227230025734133e-7,1.8263174588576386e-8,7.974799886878117e-9,1.520462657805103e-8,7.794039529125147e-8,5.629933007254768e-8,2.549659521650656e-8,7.20205908412963e-8,6
53453,2.136700469193412e-7,1.828395217125324e-8,7.95745946915606e-9,1.519778897223831e-8,7.774907459120287e-8,5.671239308561749e-8,2.558611054680737e-8,7.201623993959736e-8,6
53454,2.1366475695730395e-7,1.8277470659053612e-8,7.94777426026239e-9,1.518719967283806e-8,7.772029050255626e-8,5.6662665225431445e-8,2.5488119553426547e-8,7.199947296227477e-8,6
53455,2.136594669952667e-7,1.8270989146853985e-8,7.938089051368718e-9,1.517661037343781e-8,7.769150641390964e-8,5.66129373652454e-8,2.539012856004572e-8,7.198270598495218e-8,6
53456,2.1365417703322944e-7,1.8264507634654358e-8,7.928403842475047e-9,1.516602107403756e-8,7.766272232526303e-8,5.656320950505935e-8,2.5292137566664896e-8,7.19659390076296e-8,6
53457,2.136488870711922e-7,1.825802612245473e-8,7.918718633581377e-9,1.515543177463731e-8,7.763393823661641e-8,5.6513481644873303e-8,2.5194146573284072e-8,7.1949172030307e-8,6
53458,2.136435971091549e-7,1.8251544610255108e-8,7.909033424687704e-9,1.514484247523706e-8,7.76051541479698e-8,5.646375378468726e-8,2.509615557990325e-8,7.193240505298441e-8,6
53459,2.1363830714711766e-7,1.824506309805548e-8,7.899348215794033e-9,1.513425317583681e-8,7.757637005932318e-8,5.641402592450121e-8,2.499816458652242e-8,7.191563807566182e-8,6
53460,2.136330171850804e-7,1.8238581585855854e-8,7.889663006900362e-9,1.512366387643656e-8,7.754758597067657e-8,5.636429806431516e-8,2.4900173593141598e-8,7.189887109833922e-8,6
53461,2.1362772722304315e-7,1.8232100073656228e-8,7.879977798006691e-9,1.511307457703631e-8,7.751880188202995e-8,5.631457020412912e-8,2.4802182599760774e-8,7.188210412101663e-8,6
53462,2.1362243726100587e-7,1.8225618561456604e-8,7.87029258911302e-9,1.510248527763606e-8,7.749001779338335e-8,5.6264842343943066e-8,2.4704191606379947e-8,7.186533714369404e-8,6
53463,2.1361714729896862e-7,1.8219137049256977e-8,7.86060738021935e-9,1.509189597823581e-8,7.746123370473673e-8,5.621511448375702e-8,2.4606200612999123e-8,7.184857016637144e-8,6
53464,2.1361185733693137e-7,1.821265553705735e-8,7.850922171325678e-9,1.508130667883556e-8,7.743244961609012e-8,5.6165386623570976e-8,2.45082096196183e-8,7.183180318904885e-8,6
53465,2.1360656737489411e-7,1.8206174024857724e-8,7.841236962432006e-9,1.507071737943531e-8,7.74036655274435e-8,5.6115658763384924e-8,2.4410218626237476e-8,7.181503621172626e-8,6
53466,2.134979965684682e-7,1.8195360112904692e-8,7.753127571255711e-9,1.4734746897099893e-8,7.702604907988011e-8,5.5795641443680854e-8,2.4280341430569276e-8,7.153498394261985e-8,6
53467,2.1313825767240016e-7,1.8193027282268242e-8,7.749783226910967e-9,1.4691701827719596e-8,7.721709023445125e-8,5.5806388493706416e-8,2.4159268394117112e-8,7.143743934087335e-8,6
53468,2.1232805807744443e-7,1.802862247178017e-8,7.728073974015175e-9,1.449339223758743e-8,7.683258136362108e-8,5.581552218385283e-8,2.4159268394117112e-8,7.137981897086197e-8,6
53469,2.115178584824887e-7,1.78642176612921e-8,7.706364721119384e-9,1.4295082647455266e-8,7.64480724927909e-8,5.5824655873999245e-8,2.4159268394117112e-8,7.13221986008506e-8,6
53470,2.1070765888753297e-7,1.7699812850804027e-8,7.68465546822359e-9,1.40967730573231e-8,7.606356362196073e-8,5.5833789564145666e-8,2.4159268394117112e-8,7.126457823083922e-8,6
53471,2.0989745929257724e-7,1.7535408040315955e-8,7.662946215327799e-9,1.3898463467190933e-8,7.567905475113056e-8,5.584292325429208e-8,2.4159268394117112e-8,7.120695786082784e-8,6
53472,2.090872596976215e-7,1.7371003229827883e-8,7.641236962432006e-9,1.3700153877058769e-8,7.529454588030038e-8,5.58520569444385e-8,2.4159268394117112e-8,7.114933749081647e-8,6
53473,2.0827706010266578e-7,1.720659841933981e-8,7.619527709536214e-9,1.3501844286926603e-8,7.491003700947021e-8,5.5861190634584915e-8,2.4159268394117112e-8,7.10917171208051e-8,6
53474,2.0746686050771005e-7,1.704219360885174e-8,7.597818456640423e-9,1.3303534696794437e-8,7.452552813864003e-8,5.5870324324731336e-8,2.4159268394117112e-8,7.103409675079372e-8,6
53475,2.0713764292460863e-7,1.6896750530113792e-8,7.569068689413639e-9,1.3107104635192197e-8,7.398429011333146e-8,5.587012915718547e-8,2.4143587093726123e-8,7.115082536078377e-8,6
53476,2.0633549411860366e-7,1.6765256590389188e-8,7.541347414516786e-9,1.2939616981332597e-8,7.371427945761425e-8,5.5876231295119475e-8,2.4138918638952566e-8,7.113920777334775e-8,6
53477,2.055333453125987e-7,1.6604674034916992e-8,7.544726746457988e-9,1.2787669340683726e-8,7.32553883956572e-8,5.587749335341605e-8,2.4117131470038463e-8,7.126954059385832e-8,6
53478,2.047311965065937e-7,1.64440914794448e-8,7.54810607839919e-9,1.2635721700034854e-8,7.279649733370016e-8,5.587875541171264e-8,2.409534430112436e-8,7.139987341436888e-8,6
53479,2.0392904770058874e-7,1.6283508923972603e-8,7.551485410340391e-9,1.2483774059385981e-8,7.233760627174311e-8,5.588001747000922e-8,2.4073557132210258e-8,7.153020623487944e-8,6
53480,2.039081513341781e-7,1.6279843047258182e-8,7.584229204005772e-9,1.25020977138391e-8,7.229001315679402e-8,5.5798308708307665e-8,2.3921892767627956e-08,7.14132066597669e-8,6
53481,2.0380688855641077e-7,1.6279004197649286e-8,7.616358303173757e-9,1.2548459663322393e-8,7.240542905685793e-8,5.576274978545132e-8,2.3876444248447556e-8,7.124973313311533e-8,6
53482,2.0370562577864343e-7,1.6278165348040393e-8,7.648487402341742e-9,1.2594821612805686e-8,7.252084495692185e-8,5.572719086259497e-8,2.3830995729267153e-8,7.108625960646375e-8,6
53483,2.036043630008761e-7,1.6277326498431497e-8,7.680616501509728e-9,1.264118356228898e-8,7.263626085698576e-8,5.5691631939738624e-8,2.378554721008675e-8,7.092278607981218e-8,6
53484,2.0350310022310873e-7,1.6276487648822605e-8,7.712745600677713e-9,1.2687545511772274e-8,7.275167675704968e-8,5.565607301688228e-8,2.374009869090635e-8,7.075931255316061e-8,6
53485,2.034018374453414e-7,1.627564879921371e-8,7.744874699845698e-9,1.2733907461255567e-8,7.286709265711358e-8,5.562051409402593e-8,2.3694650171725947e-8,7.059583902650904e-8,6
53486,2.0330057466757405e-7,1.6274809949604816e-8,7.777003799013683e-9,1.278026941073886e-8,7.298250855717749e-8,5.558495517116958e-8,2.3649201652545544e-8,7.043236549985747e-8,6
53487,2.0319931188980672e-7,1.627397109999592e-8,7.809132898181668e-9,1.2826631360222153e-8,7.309792445724141e-8,5.554939624831324e-8,2.3603753133365144e-8,7.02688919732059e-8,6
53488,2.02724612190017e-7,1.6469498270209512e-8,7.834948117395304e-9,1.2842859245212176e-8,7.313986134624363e-8,5.542714533608427e-8,2.3745541558244246e-8,7.035845652507709e-8,6
53489,2.0260197018769612e-7,1.667318237351645e-8,7.849407956293367e-9,1.2840770839221401e-8,7.317866212439124e-8,5.5198846494934044e-8,2.3856568398012025e-8,7.044095340925797e-8,6
53490,2.0247932818537525e-7,1.6876866476823393e-8,7.863867795191428e-9,1.2838682433230626e-8,7.321746290253883e-8,5.497054765378382e-8,2.3967595237779804e-8,7.052345029343886e-8,6
53491,2.0235668618305437e-7,1.7080550580130332e-8,7.87832763408949e-9,1.283659402723985e-8,7.325626368068642e-8,5.474224881263359e-8,2.407862207754758e-8,7.060594717761975e-8,6
53492,2.0223404418073352e-7,1.7284234683437275e-8,7.892787472987554e-9,1.2834505621249076e-08,7.329506445883402e-8,5.4513949971483364e-8,2.4189648917315358e-8,7.068844406180064e-8,6
53493,2.0211140217841265e-7,1.7487918786744214e-8,7.907247311885615e-9,1.28324172152583e-8,7.333386523698161e-8,5.428565113033313e-8,2.4300675757083136e-8,7.077094094598152e-8,6
53494,2.0198876017609177e-7,1.7691602890051156e-8,7.921707150783677e-9,1.2830328809267525e-8,7.337266601512921e-8,5.40573522891829e-8,2.4411702596850915e-8,7.08534378301624e-8,6
53495,2.0460848018560831e-7,1.8310764288259965e-8,7.921707150783677e-9,1.283260633392039e-8,7.343923809803835e-8,5.384705627626334e-8,2.4389320692091166e-8,7.084392914919257e-8,6
53496,2.0722820019512488e-7,1.8929925686468777e-8,7.921707150783677e-9,1.2834883858573255e-8,7.35058101809475e-8,5.3636760263343776e-8,2.4366938787331417e-8,7.083442046822274e-8,6
53497,2.0984792020464143e-7,1.954908708467759e-8,7.921707150783677e-9,1.283716138322612e-8,7.357238226385664e-8,5.342646425042422e-8,2.4344556882571672e-8,7.08249117872529e-8,6
53498,2.12467640214158e-7,2.0168248482886398e-8,7.921707150783677e-9,1.2839438907878986e-8,7.363895434676579e-8,5.3216168237504656e-8,2.4322174977811923e-8,7.081540310628307e-8,6
53499,2.1508736022367454e-7,2.078740988109521e-8,7.921707150783677e-9,1.2841716432531851e-8,7.370552642967493e-8,5.300587222458509e-8,2.4299793073052177e-8,7.080589442531323e-8,6
53500,2.1770708023319109e-7,2.140657127930402e-8,7.921707150783677e-9,1.2843993957184717e-8,7.377209851258407e-8,5.279557621166553e-8,2.427741116829243e-8,7.07963857443434e-8,6
53501,2.2032680024270766e-7,2.202573267751283e-8,7.921707150783677e-9,1.2846271481837582e-8,7.383867059549322e-8,5.2585280198745965e-8,2.425502926353268e-8,7.078687706337356e-8,6
53502,2.230480536709081e-7,2.2651375587921267e-8,7.933209458574955e-9,1.2852661878839326e-8,7.365645576605509e-8,5.258025363406472e-8,2.4263408943884257e-8,7.026446315104747e-8,6
53503,2.257275179458763e-7,2.322164323237534e-8,7.942160030090103e-9,1.2815992479516134e-8,7.367011839138346e-8,5.260251103929521e-8,2.4236894474594536e-8,7.026202213776795e-8,6
53504,2.2764087437866212e-7,2.382832441103365e-8,7.946915678501799e-9,1.279990216888197e-8,7.355723367826731e-8,5.260703885085925e-8,2.393752805297872e-8,7.024530791275187e-8,6
53505,2.2955423081144796e-7,2.4435005589691965e-8,7.951671326913494e-9,1.2783811858247806e-8,7.344434896515117e-8,5.261156666242328e-8,2.3638161631362905e-8,7.02285936877358e-8,6
53506,2.3146758724423377e-7,2.5041686768350276e-8,7.95642697532519e-9,1.2767721547613642e-8,7.333146425203502e-8,5.261609447398732e-8,2.3338795209747088e-08,7.021187946271972e-8,6
53507,2.3338094367701959e-7,2.5648367947008587e-8,7.961182623736884e-9,1.2751631236979477e-8,7.321857953891889e-8,5.2620622285551354e-8,2.3039428788131275e-8,7.019516523770364e-8,6
53508,2.3529430010980543e-7,2.62550491256669e-8,7.965938272148579e-9,1.2735540926345314e-8,7.310569482580274e-8,5.262515009711539e-8,2.2740062366515458e-8,7.017845101268756e-8,6
53509,2.3720765654259124e-7,2.6861730304325213e-8,7.970693920560275e-9,1.2719450615711149e-8,7.29928101126866e-8,5.2629677908679425e-8,2.2440695944899644e-8,7.016173678767149e-8,6
53510,2.391210129753771e-7,2.7468411482983524e-8,7.975449568971969e-9,1.2703360305076985e-8,7.287992539957045e-8,5.263420572024346e-8,2.2141329523283828e-8,7.01450225626554e-8,6
53511,2.3838253287689305e-7,2.7471555823340092e-8,7.994665056281727e-9,1.2749007260509902e-8,7.277828172865478e-8,5.26236148042546e-8,2.1833583421316436e-8,7.017548726393226e-8,6
53512,2.3764405277840905e-7,2.7474700163696657e-8,8.013880543591483e-9,1.2794654215942818e-8,7.26766380577391e-8,5.261302388826573e-8,2.1525837319349045e-8,7.020595196520911e-8,6
53513,2.3692726307113996e-7,2.7460399536571305e-8,8.009685620488029e-9,1.2757601547441324e-8,7.250231238503728e-8,5.260546452448928e-8,2.1238738340469017e-8,7.037390588053121e-8,6
53514,2.3625842440219816e-7,2.7468696899697656e-8,8.014441268899724e-9,1.2735120839805417e-8,7.231971947815735e-8,5.2594873608500414e-8,2.0955053219244193e-8,7.038600184052082e-8,6
53515,2.3558958573325637e-7,2.7476994262824007e-8,8.01919691731142e-9,1.271264013216951e-8,7.213712657127744e-8,5.258428269251155e-8,2.0671368098019366e-8,7.039809780051043e-8,6
53516,2.3492074706431457e-7,2.7485291625950358e-8,8.023952565723114e-9,1.2690159424533602e-8,7.195453366439751e-8,5.2573691776522684e-8,2.0387682976794538e-8,7.041019376050004e-8,6
53517,2.3425190839537278e-7,2.749358898907671e-8,8.02870821413481e-9,1.2667678716897693e-8,7.177194075751759e-8,5.256310086053382e-8,2.010399785556971e-8,7.042228972048966e-8,6
53518,2.3358306972643099e-07,2.750188635220306e-8,8.033463862546505e-9,1.2645198009261786e-8,7.158934785063768e-8,5.2552509944544955e-8,1.9820312734344883e-8,7.043438568047927e-8,6
