"..Data.clean_EMG_data_for_gestures.master.01.01_gesture_4_2_1_clean.txt.Comp.1" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_4_2_1_clean.txt.Comp.2" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_4_2_1_clean.txt.Comp.3" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_4_2_1_clean.txt.Comp.4" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_4_2_1_clean.txt.Comp.5" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_4_2_1_clean.txt.Comp.6" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_4_2_1_clean.txt.Comp.7" "..Data.clean_EMG_data_for_gestures.master.01.01_gesture_4_2_1_clean.txt.Comp.8"
"17367" 1.06612807751411 -1.98787733773784 -0.102655413177913 1.3025729295401 0.448274687901129 0.0662887903263531 -0.221472473694758 -0.421706024675811
"17377" 1.06207635871292 -1.98355397152294 -0.102165160249583 1.29866350736476 0.446942812529812 0.0656227010989368 -0.2208776676462 -0.420942776437173
"17387" 1.05802463991174 -1.97923060530803 -0.101674907321249 1.29475408518942 0.445610937158493 0.0649566118715197 -0.220282861597645 -0.420179528198525
"17397" 1.06206430134334 -1.98110875506889 -0.102048508817805 1.29531583293035 0.444217696766386 0.0636121232594112 -0.218599149648812 -0.421316328679012
"17407" 1.06610396277495 -1.98298690482974 -0.102422110314362 1.29587758067127 0.44282445637428 0.0622676346473023 -0.216915437699979 -0.4224531291595
"174111" 1.07014362420655 -1.9848650545906 -0.102795711810919 1.2964393284122 0.441431215982176 0.0609231460351969 -0.215231725751146 -0.423589929639992
"17428" 1.07418328563815 -1.98674320435145 -0.103169313307475 1.29700107615313 0.440037975590069 0.0595786574230883 -0.213548013802312 -0.42472673012048
"17437" 1.0812935850046 -1.99443712339876 -0.105843924970601 1.30231936870563 0.441813704822715 0.0607090391692317 -0.212820927615932 -0.427522667194149
"17447" 1.08840388437105 -2.00213104244607 -0.108518536633723 1.30763766125814 0.443589434055367 0.061839420915381 -0.212093841429557 -0.430318604267827
"17457" 1.09551418373749 -2.00982496149338 -0.111193148296845 1.31295595381064 0.445365163288017 0.06296980266153 -0.21136675524318 -0.4331145413415
"17467" 1.10262448310394 -2.0175188805407 -0.113867759959972 1.31827424636314 0.447140892520664 0.0641001844076749 -0.2106396690568 -0.435910478415173
"17477" 1.10973478247039 -2.02521279958801 -0.116542371623095 1.32359253891565 0.448916621753317 0.0652305661538247 -0.209912582870425 -0.438706415488851
"17487" 1.11684508183684 -2.03290671863533 -0.119216983286214 1.32891083146814 0.450692350985969 0.066360947899975 -0.209185496684052 -0.441502352562518
