"time" "channel1" "channel2" "channel3" "channel4" "channel5" "channel6" "channel7" "channel8"
"1506" 42797 2.45965341453671e-08 2.06348964253184e-08 5.57449236971686e-08 2.01481306086798e-07 3.35638262490223e-07 6.84979780461662e-08 7.77694836472771e-09 7.74840787369083e-09
"1507" 42798 2.46052402802314e-08 2.06050648852019e-08 5.59518833813294e-08 2.03389726550586e-07 3.39551509210419e-07 6.88994159346274e-08 7.77330864208517e-09 7.75686589492625e-09
"1508" 42799 2.46238486394409e-08 2.05826901844631e-08 5.61176387846201e-08 2.05399354601495e-07 3.417540649003e-07 6.90273057316538e-08 7.78957296756687e-09 7.76540110425186e-09
"1509" 42800 2.46424569986503e-08 2.05603154837242e-08 5.62833941879109e-08 2.07408982652404e-07 3.43956620590181e-07 6.91551955286802e-08 7.80583729304857e-09 7.77393631357748e-09
"1510" 42801 2.46610653578597e-08 2.05379407829854e-08 5.64491495912017e-08 2.09418610703313e-07 3.46159176280062e-07 6.92830853257066e-08 7.82210161853027e-09 7.7824715229031e-09
"1511" 42802 2.46796737170692e-08 2.05155660822465e-08 5.66149049944925e-08 2.11428238754221e-07 3.48361731969942e-07 6.94109751227329e-08 7.83836594401197e-09 7.79100673222872e-09
"1512" 42803 2.46982820762786e-08 2.04931913815077e-08 5.67806603977833e-08 2.1343786680513e-07 3.50564287659823e-07 6.95388649197593e-08 7.85463026949366e-09 7.79954194155433e-09
"1513" 42804 2.47168904354881e-08 2.04708166807688e-08 5.69464158010741e-08 2.15447494856039e-07 3.52766843349704e-07 6.96667547167857e-08 7.87089459497536e-09 7.80807715087995e-09
"1514" 42805 2.47354987946975e-08 2.044844198003e-08 5.71121712043649e-08 2.17457122906948e-07 3.54969399039585e-07 6.97946445138121e-08 7.88715892045706e-09 7.81661236020557e-09
"1515" 42806 2.47541071539069e-08 2.04260672792911e-08 5.72779266076557e-08 2.19466750957857e-07 3.57171954729466e-07 6.99225343108384e-08 7.90342324593876e-09 7.82514756953119e-09
