time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
44275,2.1701572679640414e-10,4.860990809787083e-10,7.999752059965616e-10,1.010274566678842e-9,5.635078276752041e-9,1.4341014725538399e-9,2.4426097143164483e-10,1.7512635551186605e-10,0
44276,2.1654661391173713e-10,4.881451949187137e-10,8.037074753894492e-10,1.010848103109605e-9,5.625520232756363e-9,1.4341014725538399e-9,2.4588501894263427e-10,1.7429187745270684e-10,0
44277,2.1607750102707012e-10,4.901913088587192e-10,8.074397447823368e-10,1.0114216395403679e-9,5.615962188760686e-9,1.4341014725538399e-9,2.4750906645362365e-10,1.734573993935476e-10,0
44278,2.155194674447832e-10,4.915659453296806e-10,8.114185977384397e-10,1.0102329544956996e-9,5.612359155746998e-9,1.4321903189095083e-9,2.494752317626762e-10,1.7312650874731674e-10,0
44279,2.1496143386249628e-10,4.92940581800642e-10,8.153974506945425e-10,1.0090442694510313e-9,5.60875612273331e-9,1.430279165265177e-9,2.514413970717287e-10,1.727956181010859e-10,0
44280,2.1440340028020935e-10,4.943152182716033e-10,8.193763036506455e-10,1.007855584406363e-9,5.605153089719622e-9,1.4283680116208457e-9,2.5340756238078126e-10,1.7246472745485503e-10,0
44281,2.1384536669792244e-10,4.956898547425647e-10,8.233551566067484e-10,1.0066668993616948e-9,5.601550056705933e-9,1.4264568579765141e-9,2.5537372768983374e-10,1.7213383680862416e-10,0
44282,2.132873331156355e-10,4.970644912135261e-10,8.273340095628512e-10,1.0054782143170265e-9,5.597947023692245e-9,1.4245457043321828e-9,2.573398929988863e-10,1.718029461623933e-10,0
44283,2.132873331156355e-10,4.970644912135261e-10,8.295867775764473e-10,1.0099338212414758e-9,5.644576267898728e-9,1.4311530831777322e-9,2.58151916754381e-10,1.7230653357532167e-10,0
44284,2.127292995333486e-10,4.970644912135261e-10,8.318395455900435e-10,1.0087451361968075e-9,5.646723908945167e-9,1.4301158474459561e-9,2.5933490546771424e-10,1.719756429290908e-10,0
44285,2.1217126595106167e-10,4.970644912135261e-10,8.340923136036396e-10,1.0075564511521392e-9,5.648871549991607e-9,1.4290786117141798e-9,2.6051789418104743e-10,1.7164475228285996e-10,0
44286,2.1161323236877476e-10,4.970644912135261e-10,8.363450816172358e-10,1.006367766107471e-9,5.6510191910380464e-9,1.4280413759824037e-9,2.617008828943807e-10,1.713138616366291e-10,0
44287,2.1105519878648785e-10,4.970644912135261e-10,8.38597849630832e-10,1.0051790810628029e-9,5.653166832084486e-9,1.4270041402506276e-9,2.628838716077139e-10,1.7098297099039825e-10,0
44288,2.1049716520420092e-10,4.970644912135261e-10,8.408506176444282e-10,1.0039903960181346e-9,5.655314473130926e-9,1.4259669045188513e-9,2.640668603210471e-10,1.7065208034416738e-10,0
44289,2.09939131621914e-10,4.970644912135261e-10,8.431033856580243e-10,1.0028017109734663e-9,5.657462114177365e-9,1.4249296687870752e-9,2.6524984903438036e-10,1.703211896979365e-10,0
44290,2.0938109803962707e-10,4.970644912135261e-10,8.453561536716205e-10,1.001613025928798e-9,5.659609755223805e-9,1.4238924330552991e-9,2.664328377477136e-10,1.6999029905170566e-10,0
44291,2.0882306445734017e-10,4.970644912135261e-10,8.476089216852167e-10,1.0004243408841298e-9,5.661757396270244e-9,1.4228551973235228e-9,2.676158264610468e-10,1.696594084054748e-10,0
44292,2.0826503087505323e-10,4.970644912135261e-10,8.498616896988129e-10,9.992356558394615e-10,5.663905037316683e-9,1.4218179615917467e-9,2.6879881517438005e-10,1.6932851775924395e-10,0
44293,2.0823539064251328e-10,4.977359686825701e-10,8.518678741491938e-10,1.000116766577177e-9,5.6684647091804135e-9,1.4219856792407398e-9,2.699818038877133e-10,1.6899762711301308e-10,0
44294,2.0776627775784627e-10,4.945901455657955e-10,8.50141789206687e-10,9.9677506138384e-10,5.6674972293704944e-9,1.4230670442996503e-9,2.711647926010465e-10,1.6783709270334437e-10,0
44295,2.0729716487317924e-10,4.914443224490209e-10,8.484157042641803e-10,9.93433356190503e-10,5.666529749560575e-9,1.4241484093585608e-9,2.7234778131437974e-10,1.6667655829367567e-10,0
44296,2.0682805198851223e-10,4.882984993322463e-10,8.466896193216736e-10,9.90091650997166e-10,5.665562269750656e-9,1.425229774417471e-9,2.73530770027713e-10,1.6551602388400696e-10,0
44297,2.0635893910384522e-10,4.851526762154719e-10,8.449635343791669e-10,9.86749945803829e-10,5.664594789940737e-9,1.4263111394763816e-9,2.747137587410462e-10,1.6435548947433826e-10,0
44298,2.058898262191782e-10,4.820068530986973e-10,8.432374494366602e-10,9.83408240610492e-10,5.663627310130818e-9,1.427392504535292e-9,2.758967474543794e-10,1.6319495506466958e-10,0
44299,2.0542071333451118e-10,4.788610299819227e-10,8.415113644941535e-10,9.80066535417155e-10,5.662659830320899e-9,1.4284738695942026e-9,2.7707973616771267e-10,1.6203442065500087e-10,0
44300,2.0495160044984418e-10,4.757152068651481e-10,8.397852795516468e-10,9.76724830223818e-10,5.66169235051098e-9,1.429555234653113e-9,2.7826272488104586e-10,1.6087388624533217e-10,0
44301,2.0448248756517717e-10,4.725693837483735e-10,8.380591946091401e-10,9.73383125030481e-10,5.660724870701061e-9,1.4306365997120236e-9,2.794457135943791e-10,1.5971335183566347e-10,0
44302,2.0401337468051014e-10,4.694235606315989e-10,8.363331096666333e-10,9.70041419837144e-10,5.659757390891142e-9,1.431717964770934e-9,2.8062870230771236e-10,1.5855281742599476e-10,0
44303,2.0354426179584313e-10,4.662777375148243e-10,8.346070247241266e-10,9.66699714643807e-10,5.658789911081223e-9,1.4327993298298446e-9,2.8181169102104555e-10,1.5739228301632606e-10,0
44304,2.0307514891117613e-10,4.631319143980497e-10,8.328809397816199e-10,9.6335800945047e-10,5.657822431271304e-9,1.433880694888755e-9,2.829946797343788e-10,1.5623174860665735e-10,0
44305,2.0404301491305012e-10,4.59314613812231e-10,8.411019872293704e-10,9.612049893018013e-10,5.716492644099621e-9,1.4359992956794417e-9,2.829946797343788e-10,1.5523907666796477e-10,0
44306,2.0501088091492412e-10,4.554973132264123e-10,8.493230346771209e-10,9.590519691531325e-10,5.775162856927938e-9,1.4381178964701283e-9,2.829946797343788e-10,1.542464047292722e-10,0
44307,2.0509980161254402e-10,4.5168001264059355e-10,8.463361019646555e-10,9.568989490044639e-10,5.776841771281666e-9,1.4404880737343045e-9,2.833367975324419e-10,1.542464047292722e-10,0
44308,2.0466032896041697e-10,4.4853418952381896e-10,8.423572490085526e-10,9.550951153458901e-10,5.7816658329162465e-9,1.441569438793215e-9,2.8367891533050505e-10,1.530858703196035e-10,0
44309,2.0422085630828993e-10,4.453883664070444e-10,8.383783960524497e-10,9.532912816873166e-10,5.786489894550828e-9,1.4426508038521255e-9,2.8402103312856815e-10,1.519253359099348e-10,0
44310,2.0378138365616288e-10,4.422425432902698e-10,8.343995430963469e-10,9.51487448028743e-10,5.791313956185409e-9,1.4437321689110358e-9,2.843631509266313e-10,1.507648015002661e-10,0
44311,2.0334191100403583e-10,4.390967201734952e-10,8.30420690140244e-10,9.496836143701692e-10,5.7961380178199896e-9,1.4448135339699463e-9,2.847052687246944e-10,1.496042670905974e-10,0
44312,2.0290243835190878e-10,4.3595089705672063e-10,8.264418371841411e-10,9.478797807115957e-10,5.80096207945457e-9,1.4458948990288568e-9,2.8504738652275756e-10,1.4844373268092868e-10,0
44313,2.0246296569978173e-10,4.3280507393994603e-10,8.224629842280383e-10,9.46075947053022e-10,5.805786141089151e-9,1.4469762640877673e-9,2.8538950432082066e-10,1.4728319827125998e-10,0
44314,2.0202349304765469e-10,4.2965925082317144e-10,8.184841312719354e-10,9.442721133944483e-10,5.8106102027237326e-9,1.4480576291466778e-9,2.8573162211888377e-10,1.4612266386159128e-10,0
44315,2.0205313328019467e-10,4.3038182976339316e-10,8.184841312719354e-10,9.464999168566732e-10,5.767493912257453e-9,1.4453166869169255e-9,2.860737399169469e-10,1.4595480139061515e-10,0
44316,2.0208277351273463e-10,4.311044087036148e-10,8.184841312719354e-10,9.487277203188978e-10,5.724377621791174e-9,1.442575744687173e-9,2.8641585771501e-10,1.4578693891963903e-10,0
44317,2.0211241374527461e-10,4.3182698764383654e-10,8.182319617179437e-10,9.511467025913767e-10,5.724377621791174e-9,1.4434496625997283e-9,2.866013401939293e-10,1.454560482734082e-10,0
44318,2.0214205397781457e-10,4.325495665840582e-10,8.179797921639519e-10,9.535656848638557e-10,5.724377621791174e-9,1.4443235805122836e-9,2.8678682267284855e-10,1.4512515762717732e-10,0
44319,2.0217169421035453e-10,4.3327214552427993e-10,8.177276226099602e-10,9.559846671363346e-10,5.724377621791174e-9,1.4451974984248388e-9,2.869723051517678e-10,1.4479426698094648e-10,0
44320,2.0220133444289452e-10,4.339947244645016e-10,8.174754530559685e-10,9.584036494088136e-10,5.724377621791174e-9,1.446071416337394e-9,2.871577876306871e-10,1.444633763347156e-10,0
44321,2.0223097467543447e-10,4.347173034047233e-10,8.172232835019767e-10,9.608226316812927e-10,5.724377621791174e-9,1.4469453342499493e-9,2.8734327010960634e-10,1.4413248568848474e-10,0
44322,2.0226061490797446e-10,4.35439882344945e-10,8.16971113947985e-10,9.632416139537716e-10,5.724377621791174e-9,1.4478192521625045e-9,2.875287525885256e-10,1.438015950422539e-10,0
44323,2.0229025514051442e-10,4.361624612851667e-10,8.167189443939932e-10,9.656605962262506e-10,5.724377621791174e-9,1.4486931700750598e-9,2.8771423506744487e-10,1.4347070439602302e-10,0
44324,2.0231989537305438e-10,4.3688504022538837e-10,8.164667748400015e-10,9.680795784987297e-10,5.724377621791174e-9,1.449567087987615e-9,2.8789971754636414e-10,1.4313981374979218e-10,0
44325,2.0234953560559436e-10,4.376076191656101e-10,8.162146052860097e-10,9.704985607712085e-10,5.724377621791174e-9,1.4504410059001702e-9,2.880852000252834e-10,1.428089231035613e-10,0
44326,2.0290756918788127e-10,4.395515301632604e-10,8.319448794457475e-10,1.0071071581903015e-9,5.878898512396717e-9,1.4540558660424779e-9,2.8989473001519205e-10,1.4264589492830656e-10,0
44327,2.034656027701682e-10,4.414954411609108e-10,8.476751536054851e-10,1.0437157556093945e-9,6.033419403002259e-9,1.4576707261847855e-9,2.9170426000510075e-10,1.4248286675305184e-10,0
44328,2.034656027701682e-10,4.415976441032659e-10,8.484149042951309e-10,1.042601853878282e-9,6.033806394926227e-9,1.457586867360289e-9,2.9170426000510075e-10,1.4281375739928268e-10,0
44329,2.034656027701682e-10,4.416998470456211e-10,8.491546549847766e-10,1.0414879521471699e-09,6.034193386850195e-9,1.4575030085357925e-9,2.9170426000510075e-10,1.4314464804551355e-10,0
44330,2.034656027701682e-10,4.418020499879762e-10,8.498944056744223e-10,1.0403740504160574e-9,6.034580378774162e-9,1.457419149711296e-9,2.9170426000510075e-10,1.4347553869174442e-10,0
44331,2.034656027701682e-10,4.419042529303313e-10,8.506341563640681e-10,1.0392601486849452e-9,6.03496737069813e-9,1.4573352908867994e-9,2.9170426000510075e-10,1.4380642933797526e-10,0
44332,2.034656027701682e-10,4.4200645587268644e-10,8.513739070537137e-10,1.0381462469538328e-9,6.0353543626220974e-9,1.457251432062303e-9,2.9170426000510075e-10,1.4413731998420613e-10,0
44333,2.034656027701682e-10,4.4210865881504156e-10,8.521136577433595e-10,1.0370323452227205e-9,6.035741354546065e-9,1.4571675732378064e-9,2.9170426000510075e-10,1.4446821063043698e-10,0
